"Subject" "Trial" "Item" "c_Itm" "Vagueness" "c_Vag" "Selection" "c_Sel" "Instruction" "Order" "Quantity" "RT" "RT_log" "switchResponse"
"1742" "s18" 15 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "LtoR" "Small" 2205 7.69848278788095 "Expected"
"1743" "s18" 16 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "RtoL" "Small" 3141 8.05229649953865 "Expected"
"1744" "s18" 17 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 20 dots'" "LtoR" "Small" 1808 7.49997654095212 "Expected"
"1745" "s18" 18 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Large" 3053 8.02387999273488 "Expected"
"1746" "s18" 19 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "RtoL" "Small" 1953 7.57712193087668 "Expected"
"1747" "s18" 20 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "LtoR" "Small" 3916 8.2728260036504 "Expected"
"1748" "s18" 21 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "RtoL" "Large" 2058 7.62948991639399 "Expected"
"1749" "s18" 22 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "LtoR" "Small" 1491 7.30720231476474 "Expected"
"1750" "s18" 23 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 30 dots'" "RtoL" "Large" 2913 7.97693875695943 "Expected"
"1751" "s18" 24 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "LtoR" "Large" 5652 8.63976474380442 "Near"
"1752" "s18" 25 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "LtoR" "Small" 2429 7.79523492900217 "Expected"
"1753" "s18" 26 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "RtoL" "Large" 1423 7.26052259808985 "Expected"
"1754" "s18" 27 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "RtoL" "Large" 2664 7.88758403166028 "Expected"
"1755" "s18" 28 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 40 dots'" "LtoR" "Large" 1856 7.52617891334615 "Expected"
"1756" "s18" 29 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "RtoL" "Large" 2164 7.67971363996637 "Expected"
"1757" "s18" 30 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 16 dots'" "RtoL" "Small" 2650 7.88231491898027 "Expected"
"1758" "s18" 31 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "LtoR" "Small" 1710 7.44424864949671 "Expected"
"1759" "s18" 32 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "RtoL" "Large" 3259 8.08917567883756 "Near"
"1760" "s18" 33 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "LtoR" "Large" 1244 7.12608727329912 "Expected"
"1761" "s18" 34 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Small" 3842 8.2537483433285 "Near"
"1762" "s18" 35 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 44 dots'" "LtoR" "Large" 2922 7.98002359231065 "Near"
"1763" "s18" 36 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "RtoL" "Large" 2660 7.88608140177575 "Far"
"1764" "s18" 37 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Large" 2529 7.83557924666997 "Expected"
"1765" "s18" 38 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Small" 3349 8.1164170727942 "Near"
"1766" "s18" 39 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Large" 2762 7.92371033396924 "Near"
"1767" "s18" 40 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "RtoL" "Small" 2034 7.61775957660851 "Expected"
"1768" "s18" 41 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 10 dots'" "RtoL" "Large" 4774 8.47093980689877 "Expected"
"1769" "s18" 42 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "LtoR" "Large" 1593 7.37337430991005 "Expected"
"1770" "s18" 43 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 30 dots'" "LtoR" "Large" 1402 7.24565506759454 "Expected"
"1771" "s18" 44 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "LtoR" "Large" 3564 8.1786387885907 "Expected"
"1772" "s18" 45 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "LtoR" "Large" 2053 7.62705741701893 "Expected"
"1773" "s18" 46 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "RtoL" "Small" 1123 7.02375895473844 "Expected"
"1774" "s18" 47 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "RtoL" "Small" 2210 7.7007477945118 "Expected"
"1775" "s18" 48 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "RtoL" "Small" 1915 7.55747290161475 "Expected"
"1776" "s18" 49 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "LtoR" "Small" 5118 8.54051901671973 "Near"
"1777" "s18" 50 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 30 dots'" "RtoL" "Small" 2776 7.9287663216267 "Near"
"1778" "s18" 51 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Small" 4553 8.42354163533478 "Far"
"1779" "s18" 52 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "LtoR" "Small" 1539 7.33888813383888 "Expected"
"1780" "s18" 53 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "RtoL" "Small" 1680 7.4265490723973 "Expected"
"1781" "s18" 54 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "RtoL" "Large" 1819 7.50604217851812 "Expected"
"1782" "s18" 55 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "LtoR" "Small" 4702 8.45574322910002 "Far"
"1783" "s18" 56 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "LtoR" "Small" 2908 7.97522083865341 "Near"
"1784" "s18" 57 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Large" 1553 7.34794382314869 "Expected"
"1785" "s18" 58 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 16 dots'" "LtoR" "Small" 4281 8.36194190614495 "Near"
"1786" "s18" 59 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 44 dots'" "RtoL" "Large" 2696 7.8995244720322 "Expected"
"1787" "s18" 60 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "RtoL" "Large" 1388 7.23561914106675 "Expected"
"1788" "s18" 61 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "RtoL" "Small" 2446 7.80220931624712 "Near"
"1789" "s18" 62 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "LtoR" "Large" 1693 7.43425738213314 "Expected"
"1790" "s18" 63 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Large" 2831 7.9483852851119 "Expected"
"1791" "s18" 64 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 40 dots'" "RtoL" "Large" 2550 7.84384863815247 "Expected"
"1792" "s18" 65 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 20 dots'" "LtoR" "Small" 4355 8.3790798892866 "Near"
"1793" "s18" 66 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "LtoR" "Large" 1312 7.17930796950403 "Expected"
"1794" "s18" 67 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "RtoL" "Large" 1149 7.04664727784876 "Expected"
"1795" "s18" 68 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "LtoR" "Small" 1352 7.20934025660291 "Expected"
"1796" "s18" 69 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "RtoL" "Small" 2110 7.65444322647011 "Near"
"1797" "s18" 70 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Large" 2396 7.78155595923534 "Expected"
"1798" "s18" 71 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Small" 2962 7.99361999482774 "Far"
"1799" "s18" 72 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "LtoR" "Small" 2719 7.90801944463247 "Expected"
"1800" "s18" 73 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "LtoR" "Large" 2003 7.60240133566582 "Expected"
"1801" "s18" 74 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "RtoL" "Small" 2795 7.9355873855892 "Expected"
"1802" "s18" 75 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 30 dots'" "RtoL" "Large" 1875 7.53636393840451 "Expected"
"1803" "s18" 76 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "LtoR" "Large" 1108 7.01031186730723 "Expected"
"1804" "s18" 77 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "LtoR" "Small" 4175 8.33686963728496 "Expected"
"1805" "s18" 78 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Large" 1443 7.27447955877387 "Expected"
"1806" "s18" 79 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Large" 1262 7.14045304310116 "Expected"
"1807" "s18" 80 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "RtoL" "Small" 5286 8.57281709516423 "Expected"
"1808" "s18" 81 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "RtoL" "Large" 1542 7.34083555412327 "Expected"
"1809" "s18" 82 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Small" 2825 7.94626364358054 "Near"
"1810" "s18" 83 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "RtoL" "Small" 1097 7.00033446027523 "Expected"
"1811" "s18" 84 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "LtoR" "Large" 1291 7.16317239084664 "Expected"
"1812" "s18" 85 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Large" 1208 7.09672137849476 "Expected"
"1813" "s18" 86 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "RtoL" "Large" 2718 7.90765159471109 "Near"
"1814" "s18" 87 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 44 dots'" "LtoR" "Large" 2150 7.67322312112171 "Near"
"1815" "s18" 88 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "RtoL" "Small" 1956 7.57865685059476 "Expected"
"1816" "s18" 89 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 20 dots'" "LtoR" "Small" 1032 6.93925394604151 "Expected"
"1817" "s18" 90 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 30 dots'" "LtoR" "Small" 1955 7.57814547241947 "Near"
"1818" "s18" 91 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "LtoR" "Small" 2240 7.71423114484909 "Near"
"1819" "s18" 92 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "RtoL" "Small" 1080 6.98471632011827 "Expected"
"1820" "s18" 93 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "LtoR" "Small" 1814 7.50328963067508 "Near"
"1821" "s18" 94 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "LtoR" "Large" 826 6.71659477352098 "Expected"
"1822" "s18" 95 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "LtoR" "Small" 2910 7.97590836016554 "Near"
"1823" "s18" 96 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "RtoL" "Large" 2629 7.87435882472988 "Expected"
"1824" "s18" 97 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 10 dots'" "RtoL" "Large" 2774 7.92804560087478 "Near"
"1825" "s18" 98 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Small" 2263 7.72444664563354 "Far"
"1826" "s18" 99 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "LtoR" "Large" 1271 7.14755927118945 "Expected"
"1827" "s18" 100 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "LtoR" "Small" 2218 7.70436116791031 "Expected"
"1828" "s18" 101 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 20 dots'" "RtoL" "Small" 1153 7.05012252026906 "Expected"
"1829" "s18" 102 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "RtoL" "Large" 2334 7.7553388128465 "Expected"
"1830" "s18" 103 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Small" 2591 7.85979918056211 "Far"
"1831" "s18" 104 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "RtoL" "Large" 1422 7.25981961036319 "Expected"
"1832" "s18" 105 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "RtoL" "Small" 2384 7.77653502818524 "Expected"
"1833" "s18" 106 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "RtoL" "Large" 2109 7.65396918047877 "Expected"
"1834" "s18" 107 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 30 dots'" "LtoR" "Large" 1006 6.91373735065968 "Expected"
"1835" "s18" 108 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "LtoR" "Large" 2020 7.61085279039525 "Expected"
"1836" "s18" 109 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Large" 1847 7.52131798019924 "Expected"
"1837" "s18" 110 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "LtoR" "Large" 1557 7.350516171834 "Expected"
"1838" "s18" 111 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "RtoL" "Small" 1479 7.2991214627108 "Expected"
"1839" "s18" 112 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 40 dots'" "LtoR" "Large" 2545 7.84188592898462 "Near"
"1840" "s18" 113 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "RtoL" "Large" 1334 7.19593722647557 "Expected"
"1841" "s18" 114 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 16 dots'" "LtoR" "Small" 1715 7.44716835960004 "Expected"
"1842" "s18" 115 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "LtoR" "Small" 1581 7.36581283720947 "Expected"
"1843" "s18" 116 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Small" 1388 7.23561914106675 "Expected"
"1844" "s18" 117 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 10 dots'" "LtoR" "Large" 1628 7.39510754656249 "Near"
"1845" "s18" 118 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "LtoR" "Small" 930 6.8351845861473 "Expected"
"1846" "s18" 119 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 44 dots'" "RtoL" "Large" 2365 7.76853330092603 "Expected"
"1847" "s18" 120 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "RtoL" "Large" 1213 7.10085190894405 "Expected"
"1848" "s18" 121 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "LtoR" "Large" 1432 7.26682734752059 "Expected"
"1849" "s18" 122 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 16 dots'" "RtoL" "Small" 1754 7.46965417293213 "Expected"
"1850" "s18" 123 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Large" 2253 7.72001794043224 "Expected"
"1851" "s18" 124 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 40 dots'" "RtoL" "Large" 2482 7.81681996576455 "Expected"
"1852" "s18" 125 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 20 dots'" "RtoL" "Small" 1754 7.46965417293213 "Near"
"1853" "s18" 126 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 30 dots'" "RtoL" "Small" 3532 8.16961956172385 "Near"
"1854" "s18" 127 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "RtoL" "Small" 3424 8.13856473726163 "Near"
"1855" "s18" 128 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Small" 3502 8.1610895128458 "Far"
"1856" "s18" 129 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "RtoL" "Small" 1832 7.51316354523408 "Near"
"1857" "s18" 130 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "RtoL" "Large" 2639 7.87815533650332 "Expected"
"1858" "s18" 131 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 44 dots'" "RtoL" "Large" 1177 7.07072410726028 "Expected"
"1859" "s18" 132 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "RtoL" "Small" 4938 8.50471566990512 "Near"
"1860" "s18" 133 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 20 dots'" "RtoL" "Small" 1618 7.38894609761844 "Expected"
"1861" "s18" 134 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Small" 2128 7.66293785046154 "Near"
"1862" "s18" 135 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "LtoR" "Small" 937 6.84268328223842 "Expected"
"1863" "s18" 136 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "RtoL" "Large" 1071 6.97634807044775 "Expected"
"1864" "s18" 137 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 10 dots'" "LtoR" "Large" 1957 7.57916796739608 "Near"
"1865" "s18" 138 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Large" 1442 7.27378631784489 "Expected"
"1866" "s18" 139 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Large" 2116 7.65728279297819 "Expected"
"1867" "s18" 140 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "RtoL" "Small" 1212 7.10002716662926 "Expected"
"1868" "s18" 141 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Large" 1158 7.05444965813294 "Expected"
"1869" "s18" 142 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 30 dots'" "LtoR" "Small" 2890 7.96901178110648 "Near"
"1870" "s18" 143 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "RtoL" "Small" 6726 8.81373589230022 "Far"
"1871" "s18" 144 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "RtoL" "Large" 1283 7.15695636461564 "Expected"
"1872" "s18" 145 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "LtoR" "Small" 1581 7.36581283720947 "Near"
"1873" "s18" 146 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "RtoL" "Large" 1247 7.12849594568004 "Expected"
"1874" "s18" 147 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "LtoR" "Large" 1843 7.51914995766982 "Expected"
"1875" "s18" 148 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "RtoL" "Small" 3774 8.2358907259285 "Far"
"1876" "s18" 149 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "RtoL" "Small" 2455 7.80588204022862 "Expected"
"1877" "s18" 150 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Small" 2925 7.98104975966596 "Near"
"1878" "s18" 151 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "LtoR" "Small" 3806 8.24433404785609 "Far"
"1879" "s18" 152 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "RtoL" "Large" 1466 7.2902928824466 "Expected"
"1880" "s18" 153 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "LtoR" "Small" 1363 7.21744343169653 "Expected"
"1881" "s18" 154 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Large" 4030 8.30152165494073 "Expected"
"1882" "s18" 155 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Small" 3837 8.25244609024695 "Far"
"1883" "s18" 156 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Small" 5132 8.54325072573553 "Near"
"1884" "s18" 157 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 20 dots'" "LtoR" "Small" 1312 7.17930796950403 "Expected"
"1885" "s18" 158 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "LtoR" "Large" 962 6.86901445066571 "Expected"
"1886" "s18" 159 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Small" 1641 7.40306109109009 "Far"
"1887" "s18" 160 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "LtoR" "Large" 4359 8.37999795223839 "Expected"
"1888" "s18" 161 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "RtoL" "Large" 1282 7.15617663748062 "Expected"
"1889" "s18" 162 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "LtoR" "Small" 2428 7.79482315217939 "Expected"
"1890" "s18" 163 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 30 dots'" "RtoL" "Large" 2378 7.77401507725073 "Expected"
"1891" "s18" 164 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "LtoR" "Large" 1553 7.34794382314869 "Expected"
"1892" "s18" 165 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 20 dots'" "LtoR" "Small" 2326 7.75190533307861 "Near"
"1893" "s18" 166 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "LtoR" "Large" 1583 7.36707705988101 "Expected"
"1894" "s18" 167 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "RtoL" "Small" 3156 8.05706068196577 "Expected"
"1895" "s18" 168 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "LtoR" "Large" 1091 6.99484998583307 "Expected"
"1896" "s18" 169 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "LtoR" "Large" 735 6.59987049921284 "Expected"
"1897" "s18" 170 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 16 dots'" "RtoL" "Small" 3297 8.10076824307173 "Near"
"1898" "s18" 171 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "LtoR" "Small" 3686 8.21229713822977 "Expected"
