"Subject" "Item" "vagueness" "selection" "RT"
"1480" 16 4 "vague" "comparison" 2225
"1481" 16 1 "crisp" "comparison" 1399
"1482" 16 2 "vague" "matching" 883
"1483" 16 3 "crisp" "matching" 2197
"1484" 16 4 "crisp" "comparison" 770
"1485" 16 1 "vague" "matching" 1178
"1486" 16 2 "crisp" "comparison" 1298
"1487" 16 3 "crisp" "comparison" 1020
"1488" 16 4 "crisp" "matching" 2023
"1489" 16 1 "crisp" "matching" 631
"1490" 16 2 "crisp" "matching" 943
"1491" 16 3 "vague" "comparison" 1030
"1492" 16 4 "vague" "matching" 1509
"1493" 16 1 "crisp" "comparison" 1384
"1494" 16 2 "crisp" "matching" 1265
"1495" 16 3 "vague" "comparison" 932
"1496" 16 4 "crisp" "comparison" 1163
"1497" 16 1 "vague" "comparison" 1846
"1498" 16 2 "vague" "comparison" 646
"1499" 16 3 "vague" "matching" 1055
"1500" 16 4 "vague" "comparison" 1408
"1501" 16 1 "crisp" "matching" 1019
"1502" 16 2 "crisp" "comparison" 1134
"1503" 16 3 "crisp" "matching" 1575
"1504" 16 4 "vague" "matching" 1434
"1505" 16 1 "crisp" "comparison" 830
"1506" 16 2 "vague" "comparison" 2012
"1507" 16 3 "vague" "comparison" 1185
"1508" 16 4 "crisp" "comparison" 900
"1509" 16 1 "crisp" "matching" 1416
"1510" 16 2 "vague" "comparison" 869
"1511" 16 3 "vague" "comparison" 917
"1512" 16 4 "crisp" "matching" 1336
"1513" 16 1 "vague" "comparison" 1135
"1514" 16 2 "vague" "comparison" 1206
"1515" 16 3 "crisp" "matching" 1098
"1516" 16 4 "crisp" "matching" 1033
"1517" 16 1 "crisp" "comparison" 777
"1518" 16 2 "vague" "matching" 1118
"1519" 16 3 "crisp" "comparison" 1708
"1520" 16 4 "crisp" "comparison" 1211
"1521" 16 1 "vague" "matching" 1874
"1522" 16 2 "vague" "matching" 1676
"1523" 16 3 "crisp" "matching" 2108
"1524" 16 4 "vague" "comparison" 1425
"1525" 16 1 "vague" "matching" 2593
"1526" 16 2 "crisp" "matching" 1231
"1527" 16 3 "vague" "matching" 1069
"1528" 16 4 "vague" "matching" 836
"1529" 16 1 "vague" "comparison" 1179
"1530" 16 2 "vague" "matching" 923
"1531" 16 3 "crisp" "comparison" 695
"1532" 16 4 "crisp" "matching" 1270
"1533" 16 1 "vague" "comparison" 2273
"1534" 16 2 "crisp" "matching" 1175
"1535" 16 3 "vague" "matching" 1716
"1536" 16 4 "vague" "matching" 1379
"1537" 17 1 "vague" "matching" 1422
"1538" 17 2 "vague" "matching" 2670
"1539" 17 3 "crisp" "comparison" 1682
"1540" 17 4 "crisp" "matching" 2342
"1541" 17 1 "vague" "matching" 1674
"1542" 17 2 "vague" "comparison" 1263
"1543" 17 3 "crisp" "comparison" 2138
"1544" 17 4 "crisp" "matching" 3033
"1545" 17 1 "crisp" "comparison" 2418
"1546" 17 2 "crisp" "comparison" 2642
"1547" 17 3 "crisp" "matching" 2961
"1548" 17 4 "vague" "matching" 3091
"1549" 17 1 "crisp" "comparison" 976
"1550" 17 2 "crisp" "comparison" 1887
"1551" 17 3 "vague" "comparison" 2016
"1552" 17 4 "crisp" "comparison" 1380
"1553" 17 1 "crisp" "comparison" 1149
"1554" 17 2 "vague" "matching" 1964
"1555" 17 3 "vague" "matching" 2031
"1556" 17 4 "crisp" "matching" 4772
"1557" 17 1 "vague" "comparison" 885
"1558" 17 2 "crisp" "matching" 3155
"1559" 17 3 "crisp" "comparison" 4180
"1560" 17 4 "crisp" "comparison" 1976
"1561" 17 1 "crisp" "matching" 1720
"1562" 17 2 "vague" "comparison" 1763
"1563" 17 3 "crisp" "comparison" 1154
"1564" 17 4 "vague" "matching" 5121
"1565" 17 1 "crisp" "matching" 2263
"1566" 17 2 "vague" "matching" 2068
"1567" 17 3 "vague" "matching" 2003
"1568" 17 4 "vague" "matching" 2796
"1569" 17 1 "vague" "matching" 3421
"1570" 17 2 "vague" "comparison" 1594
"1571" 17 3 "vague" "comparison" 3582
"1572" 17 4 "vague" "matching" 2683
"1573" 17 1 "crisp" "matching" 1251
"1574" 17 2 "crisp" "comparison" 1645
"1575" 17 3 "vague" "matching" 4244
"1576" 17 4 "crisp" "comparison" 2586
"1577" 17 1 "vague" "comparison" 3640
"1578" 17 2 "crisp" "matching" 4269
"1579" 17 3 "crisp" "matching" 3567
"1580" 17 4 "vague" "comparison" 1156
"1581" 17 1 "crisp" "comparison" 1300
"1582" 17 2 "crisp" "matching" 9591
"1583" 17 3 "crisp" "matching" 5391
"1584" 17 4 "crisp" "comparison" 1206
"1585" 17 1 "crisp" "matching" 2036
"1586" 17 2 "crisp" "matching" 2334
"1587" 17 3 "crisp" "matching" 7398
"1588" 17 4 "vague" "comparison" 3914
"1589" 17 1 "vague" "comparison" 1166
"1590" 17 2 "vague" "comparison" 1274
"1591" 17 3 "vague" "comparison" 1262
"1592" 17 4 "crisp" "matching" 1987
"1593" 17 1 "vague" "matching" 4870
"1594" 17 2 "vague" "matching" 5529
"1595" 17 3 "vague" "comparison" 1187
"1596" 17 4 "vague" "comparison" 1429
"1597" 17 1 "vague" "comparison" 1048
"1598" 17 2 "crisp" "comparison" 2336
"1599" 17 3 "vague" "matching" 5898
"1600" 17 4 "vague" "comparison" 1590
"1601" 17 1 "vague" "comparison" 890
"1602" 17 2 "vague" "matching" 3453
"1603" 17 3 "crisp" "matching" 6290
"1604" 17 4 "crisp" "matching" 2451
"1605" 17 1 "vague" "matching" 3431
"1606" 17 2 "vague" "comparison" 964
"1607" 17 3 "vague" "matching" 4164
"1608" 17 4 "crisp" "comparison" 2078
"1609" 17 1 "vague" "comparison" 1803
"1610" 17 2 "crisp" "matching" 6753
"1611" 17 3 "crisp" "matching" 4972
"1612" 17 4 "vague" "comparison" 1283
"1613" 17 1 "crisp" "matching" 979
"1614" 17 2 "crisp" "matching" 4438
"1615" 17 3 "vague" "matching" 9654
"1616" 17 4 "crisp" "comparison" 1239
"1617" 17 1 "crisp" "comparison" 1004
"1618" 17 2 "crisp" "comparison" 910
"1619" 17 3 "vague" "comparison" 1832
"1620" 17 4 "vague" "comparison" 937
"1621" 17 1 "crisp" "comparison" 940
"1622" 17 2 "crisp" "matching" 5131
"1623" 17 3 "vague" "matching" 10533
"1624" 17 4 "vague" "matching" 1488
"1625" 17 1 "vague" "comparison" 954
"1626" 17 2 "crisp" "matching" 1733
"1627" 17 3 "vague" "comparison" 3042
"1628" 17 4 "vague" "comparison" 1579
"1629" 17 1 "crisp" "comparison" 3149
"1630" 17 2 "vague" "matching" 3459
"1631" 17 3 "crisp" "comparison" 1517
"1632" 17 4 "crisp" "comparison" 1812
"1633" 17 1 "vague" "matching" 3570
"1634" 17 2 "crisp" "comparison" 2144
"1635" 17 3 "vague" "comparison" 1800
"1636" 17 4 "crisp" "matching" 3305
"1637" 17 1 "crisp" "matching" 1865
"1638" 17 2 "vague" "comparison" 1579
"1639" 17 3 "crisp" "comparison" 1775
"1640" 17 4 "crisp" "matching" 2085
"1641" 17 1 "vague" "comparison" 1349
"1642" 17 2 "vague" "matching" 3847
"1643" 17 3 "crisp" "matching" 5697
"1644" 17 4 "crisp" "comparison" 1610
"1645" 17 1 "vague" "matching" 4469
"1646" 17 2 "crisp" "comparison" 879
"1647" 17 3 "crisp" "matching" 12669
"1648" 17 4 "vague" "matching" 7237
"1649" 17 1 "crisp" "comparison" 774
"1650" 17 2 "vague" "comparison" 2042
"1651" 17 3 "vague" "comparison" 1901
"1652" 17 4 "crisp" "matching" 7554
"1653" 17 1 "crisp" "matching" 1536
"1654" 17 2 "crisp" "comparison" 1582
"1655" 17 3 "vague" "matching" 11602
"1656" 17 4 "vague" "matching" 977
"1657" 17 1 "vague" "matching" 10923
"1658" 17 2 "vague" "comparison" 3455
"1659" 17 3 "crisp" "comparison" 860
"1660" 17 4 "vague" "comparison" 1354
"1661" 17 1 "crisp" "matching" 1650
"1662" 17 2 "vague" "matching" 1445
"1663" 17 3 "crisp" "comparison" 2168
"1664" 17 4 "vague" "matching" 1764
"1665" 17 1 "vague" "comparison" 1498
"1666" 17 2 "vague" "comparison" 2704
"1667" 17 3 "crisp" "comparison" 1496
"1668" 17 4 "vague" "comparison" 1506
"1669" 17 1 "vague" "matching" 2230
"1670" 17 2 "vague" "comparison" 918
"1671" 17 3 "crisp" "comparison" 2380
"1672" 17 4 "crisp" "comparison" 1706
"1673" 17 1 "crisp" "comparison" 1456
"1674" 17 2 "crisp" "comparison" 2373
"1675" 17 3 "vague" "matching" 2260
"1676" 17 4 "crisp" "matching" 2358
"1677" 17 1 "crisp" "matching" 1398
"1678" 17 2 "vague" "matching" 1461
"1679" 17 3 "crisp" "matching" 5166
"1680" 17 4 "crisp" "matching" 4847
"1681" 17 1 "vague" "matching" 2072
"1682" 17 2 "crisp" "matching" 2237
"1683" 17 3 "vague" "comparison" 1870
"1684" 17 4 "vague" "matching" 1297
"1685" 17 1 "vague" "matching" 1916
"1686" 17 2 "vague" "matching" 3359
"1687" 17 3 "vague" "matching" 3532
"1688" 17 4 "crisp" "comparison" 3058
"1689" 17 1 "vague" "matching" 1865
"1690" 17 2 "crisp" "matching" 2385
"1691" 17 3 "vague" "comparison" 8048
"1692" 17 4 "crisp" "comparison" 1524
"1693" 17 1 "crisp" "matching" 1185
"1694" 17 2 "crisp" "matching" 1178
"1695" 17 3 "crisp" "comparison" 1771
"1696" 17 4 "vague" "comparison" 1566
"1697" 17 1 "vague" "comparison" 1488
"1698" 17 2 "vague" "comparison" 735
"1699" 17 3 "vague" "comparison" 694
"1700" 17 4 "crisp" "matching" 3752
"1701" 17 1 "vague" "comparison" 870
"1702" 17 2 "crisp" "matching" 1172
"1703" 17 3 "crisp" "comparison" 857
"1704" 17 4 "vague" "matching" 4021
"1705" 17 1 "crisp" "comparison" 919
"1706" 17 2 "vague" "comparison" 886
"1707" 17 3 "vague" "matching" 4455
"1708" 17 4 "vague" "matching" 1093
"1709" 17 1 "vague" "comparison" 1263
"1710" 17 2 "crisp" "comparison" 1369
"1711" 17 3 "vague" "comparison" 1092
"1712" 17 4 "vague" "comparison" 1304
"1713" 17 1 "crisp" "comparison" 853
"1714" 17 2 "crisp" "comparison" 551
"1715" 17 3 "crisp" "matching" 810
"1716" 17 4 "vague" "matching" 3423
"1717" 17 1 "crisp" "matching" 1627
"1718" 17 2 "vague" "matching" 1131
"1719" 17 3 "crisp" "matching" 944
"1720" 17 4 "crisp" "comparison" 2096
"1721" 17 1 "crisp" "matching" 750
"1722" 17 2 "crisp" "comparison" 1477
"1723" 17 3 "crisp" "matching" 1255
"1724" 17 4 "vague" "comparison" 1427
"1725" 17 1 "crisp" "comparison" 808
"1726" 17 2 "vague" "matching" 973
"1727" 17 3 "vague" "matching" 1132
"1728" 17 4 "crisp" "matching" 1308
"1729" 18 1 "crisp" "comparison" 1805
"1730" 18 2 "vague" "matching" 4822
"1731" 18 3 "vague" "comparison" 1664
"1732" 18 4 "vague" "comparison" 1553
"1733" 18 1 "vague" "comparison" 2123
"1734" 18 2 "crisp" "comparison" 1687
"1735" 18 3 "vague" "matching" 3539
"1736" 18 4 "vague" "matching" 1810
"1737" 18 1 "crisp" "comparison" 3320
"1738" 18 2 "vague" "comparison" 1556
"1739" 18 3 "crisp" "comparison" 2272
"1740" 18 4 "vague" "matching" 3024
"1741" 18 1 "vague" "comparison" 1483
"1742" 18 2 "crisp" "matching" 2968
"1743" 18 3 "crisp" "matching" 2205
"1744" 18 4 "vague" "comparison" 3141
"1745" 18 1 "crisp" "comparison" 1808
"1746" 18 2 "vague" "matching" 3053
"1747" 18 3 "crisp" "matching" 1953
"1748" 18 4 "crisp" "matching" 3916
"1749" 18 1 "vague" "comparison" 2058
"1750" 18 2 "vague" "comparison" 1491
"1751" 18 3 "vague" "comparison" 2913
"1752" 18 4 "vague" "matching" 5652
"1753" 18 1 "crisp" "matching" 2429
"1754" 18 2 "vague" "comparison" 1423
"1755" 18 3 "crisp" "comparison" 2664
"1756" 18 4 "crisp" "comparison" 1856
"1757" 18 1 "crisp" "matching" 2164
"1758" 18 2 "crisp" "matching" 2650
"1759" 18 3 "vague" "comparison" 1710
"1760" 18 4 "crisp" "matching" 3259
"1761" 18 1 "vague" "comparison" 1244
"1762" 18 2 "vague" "matching" 3842
"1763" 18 3 "crisp" "matching" 2922
"1764" 18 4 "vague" "matching" 2660
"1765" 18 1 "vague" "matching" 2529
"1766" 18 2 "vague" "matching" 3349
"1767" 18 3 "vague" "matching" 2762
"1768" 18 4 "crisp" "comparison" 2034
"1769" 18 1 "crisp" "comparison" 4774
"1770" 18 2 "crisp" "comparison" 1593
"1771" 18 3 "vague" "comparison" 1402
"1772" 18 4 "crisp" "matching" 3564
"1773" 18 1 "crisp" "matching" 2053
"1774" 18 2 "vague" "comparison" 1123
"1775" 18 3 "crisp" "comparison" 2210
"1776" 18 4 "crisp" "matching" 1915
"1777" 18 1 "vague" "matching" 5118
"1778" 18 2 "crisp" "comparison" 2776
"1779" 18 3 "vague" "matching" 4553
"1780" 18 4 "vague" "comparison" 1539
"1781" 18 1 "crisp" "matching" 1680
"1782" 18 2 "crisp" "comparison" 1819
"1783" 18 3 "crisp" "comparison" 4702
"1784" 18 4 "crisp" "comparison" 2908
"1785" 18 1 "vague" "matching" 1553
"1786" 18 2 "crisp" "matching" 4281
"1787" 18 3 "crisp" "matching" 2696
"1788" 18 4 "vague" "comparison" 1388
"1789" 18 1 "vague" "matching" 2446
"1790" 18 2 "crisp" "matching" 1693
"1791" 18 3 "vague" "matching" 2831
"1792" 18 4 "crisp" "comparison" 2550
"1793" 18 1 "crisp" "comparison" 4355
"1794" 18 2 "crisp" "comparison" 1312
"1795" 18 3 "crisp" "comparison" 1149
"1796" 18 4 "vague" "comparison" 1352
"1797" 18 1 "vague" "matching" 2110
"1798" 18 2 "vague" "matching" 2396
"1799" 18 3 "vague" "matching" 2962
"1800" 18 4 "crisp" "comparison" 2719
"1801" 18 1 "vague" "comparison" 2003
"1802" 18 2 "vague" "comparison" 2795
"1803" 18 3 "vague" "comparison" 1875
"1804" 18 4 "vague" "comparison" 1108
"1805" 18 1 "crisp" "matching" 4175
"1806" 18 2 "vague" "matching" 1443
"1807" 18 3 "vague" "matching" 1262
"1808" 18 4 "crisp" "matching" 5286
"1809" 18 1 "crisp" "matching" 1542
"1810" 18 2 "vague" "matching" 2825
"1811" 18 3 "vague" "comparison" 1097
"1812" 18 4 "vague" "matching" 1291
"1813" 18 1 "vague" "matching" 1208
"1814" 18 2 "vague" "comparison" 2718
"1815" 18 3 "crisp" "matching" 2150
"1816" 18 4 "crisp" "comparison" 1956
"1817" 18 1 "vague" "comparison" 1032
"1818" 18 2 "crisp" "comparison" 1955
"1819" 18 3 "vague" "comparison" 2240
"1820" 18 4 "vague" "comparison" 1080
"1821" 18 1 "vague" "matching" 1814
"1822" 18 2 "vague" "comparison" 826
"1823" 18 3 "crisp" "comparison" 2910
"1824" 18 4 "vague" "matching" 2629
"1825" 18 1 "crisp" "comparison" 2774
"1826" 18 2 "vague" "matching" 2263
"1827" 18 3 "crisp" "comparison" 1271
"1828" 18 4 "crisp" "matching" 2218
"1829" 18 1 "vague" "comparison" 1153
"1830" 18 2 "crisp" "matching" 2334
"1831" 18 3 "vague" "matching" 2591
"1832" 18 4 "crisp" "matching" 1422
"1833" 18 1 "crisp" "matching" 2384
"1834" 18 2 "crisp" "comparison" 2109
"1835" 18 3 "vague" "comparison" 1006
"1836" 18 4 "crisp" "matching" 2020
"1837" 18 1 "vague" "matching" 1847
"1838" 18 2 "crisp" "matching" 1557
"1839" 18 3 "crisp" "comparison" 1479
"1840" 18 4 "crisp" "comparison" 2545
"1841" 18 1 "vague" "comparison" 1334
"1842" 18 2 "crisp" "matching" 1715
"1843" 18 3 "crisp" "matching" 1581
"1844" 18 4 "vague" "matching" 1388
"1845" 18 1 "crisp" "comparison" 1628
"1846" 18 2 "vague" "comparison" 930
"1847" 18 3 "crisp" "matching" 2365
"1848" 18 4 "vague" "comparison" 1213
"1849" 18 1 "crisp" "matching" 1432
"1850" 18 2 "crisp" "matching" 1754
"1851" 18 3 "vague" "matching" 2253
"1852" 18 4 "crisp" "comparison" 2482
"1853" 18 1 "crisp" "comparison" 1754
"1854" 18 2 "crisp" "comparison" 3532
"1855" 18 3 "crisp" "matching" 3424
"1856" 18 4 "vague" "matching" 3502
"1857" 18 1 "vague" "matching" 1832
"1858" 18 2 "crisp" "comparison" 2639
"1859" 18 3 "crisp" "matching" 1177
"1860" 18 4 "crisp" "comparison" 4938
"1861" 18 1 "vague" "comparison" 1618
"1862" 18 2 "vague" "matching" 2128
"1863" 18 3 "vague" "comparison" 937
"1864" 18 4 "crisp" "matching" 1071
"1865" 18 1 "crisp" "comparison" 1957
"1866" 18 2 "vague" "matching" 1442
"1867" 18 3 "vague" "matching" 2116
"1868" 18 4 "vague" "comparison" 1212
"1869" 18 1 "vague" "matching" 1158
"1870" 18 2 "crisp" "comparison" 2890
"1871" 18 3 "crisp" "comparison" 6726
"1872" 18 4 "vague" "comparison" 1283
"1873" 18 1 "vague" "matching" 1581
"1874" 18 2 "vague" "comparison" 1247
"1875" 18 3 "crisp" "comparison" 1843
"1876" 18 4 "crisp" "matching" 3774
"1877" 18 1 "crisp" "matching" 2455
"1878" 18 2 "vague" "matching" 2925
"1879" 18 3 "crisp" "comparison" 3806
"1880" 18 4 "vague" "matching" 1466
"1881" 18 1 "crisp" "matching" 1363
"1882" 18 2 "vague" "matching" 4030
"1883" 18 3 "vague" "matching" 3837
"1884" 18 4 "vague" "matching" 5132
"1885" 18 1 "vague" "comparison" 1312
"1886" 18 2 "vague" "comparison" 962
"1887" 18 3 "vague" "matching" 1641
"1888" 18 4 "crisp" "matching" 4359
"1889" 18 1 "crisp" "matching" 1282
"1890" 18 2 "vague" "comparison" 2428
"1891" 18 3 "vague" "comparison" 2378
"1892" 18 4 "vague" "matching" 1553
"1893" 18 1 "crisp" "comparison" 2326
"1894" 18 2 "crisp" "matching" 1583
"1895" 18 3 "vague" "comparison" 3156
"1896" 18 4 "vague" "comparison" 1091
"1897" 18 1 "vague" "comparison" 735
"1898" 18 2 "crisp" "matching" 3297
"1899" 18 3 "crisp" "matching" 3686
"1900" 18 4 "crisp" "comparison" 3359
"1901" 18 1 "crisp" "comparison" 6038
"1902" 18 2 "crisp" "comparison" 2106
"1903" 18 3 "crisp" "matching" 2605
"1904" 18 4 "vague" "comparison" 2140
"1905" 18 1 "vague" "comparison" 1180
"1906" 18 2 "vague" "comparison" 2156
"1907" 18 3 "vague" "matching" 1358
"1908" 18 4 "crisp" "comparison" 3302
"1909" 18 1 "crisp" "matching" 1216
"1910" 18 2 "crisp" "comparison" 2287
"1911" 18 3 "crisp" "comparison" 2141
"1912" 18 4 "crisp" "matching" 2354
"1913" 18 1 "vague" "matching" 1904
"1914" 18 2 "crisp" "matching" 3655
"1915" 18 3 "vague" "comparison" 865
"1916" 18 4 "crisp" "comparison" 2656
"1917" 18 1 "crisp" "comparison" 3843
"1918" 18 2 "crisp" "matching" 1338
"1919" 18 3 "crisp" "matching" 2226
"1920" 18 4 "vague" "matching" 2052
"1921" 19 1 "crisp" "comparison" 1656
"1922" 19 2 "crisp" "matching" 2501
"1923" 19 3 "crisp" "comparison" 1874
"1924" 19 4 "crisp" "matching" 3328
"1925" 19 1 "vague" "matching" 3395
"1926" 19 2 "vague" "matching" 1974
"1927" 19 3 "vague" "comparison" 3773
"1928" 19 4 "vague" "matching" 5674
"1929" 19 1 "vague" "matching" 6091
"1930" 19 2 "crisp" "comparison" 3125
"1931" 19 3 "vague" "comparison" 1855
"1932" 19 4 "crisp" "matching" 4105
"1933" 19 1 "vague" "comparison" 2556
"1934" 19 2 "crisp" "matching" 2844
"1935" 19 3 "crisp" "comparison" 2233
"1936" 19 4 "vague" "matching" 3186
"1937" 19 1 "crisp" "comparison" 1269
"1938" 19 2 "crisp" "matching" 1567
"1939" 19 3 "crisp" "matching" 3440
"1940" 19 4 "vague" "matching" 2109
"1941" 19 1 "crisp" "matching" 1810
"1942" 19 2 "vague" "matching" 4444
"1943" 19 3 "crisp" "comparison" 2402
"1944" 19 4 "crisp" "comparison" 2026
"1945" 19 1 "crisp" "matching" 3460
"1946" 19 2 "vague" "matching" 3886
"1947" 19 3 "crisp" "comparison" 4254
"1948" 19 4 "crisp" "comparison" 2490
"1949" 19 1 "vague" "comparison" 1317
"1950" 19 2 "crisp" "comparison" 1396
"1951" 19 3 "crisp" "matching" 2821
"1952" 19 4 "vague" "comparison" 1883
"1953" 19 1 "crisp" "comparison" 1757
"1954" 19 2 "crisp" "comparison" 1145
"1955" 19 3 "crisp" "matching" 2235
"1956" 19 4 "crisp" "comparison" 3176
"1957" 19 1 "vague" "comparison" 2517
"1958" 19 2 "vague" "comparison" 2134
"1959" 19 3 "vague" "matching" 4087
"1960" 19 4 "crisp" "comparison" 2196
"1961" 19 1 "crisp" "comparison" 1479
"1962" 19 2 "vague" "comparison" 1123
"1963" 19 3 "vague" "matching" 2386
"1964" 19 4 "vague" "matching" 2430
"1965" 19 1 "crisp" "matching" 2358
"1966" 19 2 "crisp" "matching" 2710
"1967" 19 3 "vague" "matching" 2883
"1968" 19 4 "crisp" "matching" 1598
"1969" 19 1 "vague" "matching" 2576
"1970" 19 2 "vague" "comparison" 3235
"1971" 19 3 "vague" "matching" 3782
"1972" 19 4 "vague" "comparison" 1925
"1973" 19 1 "vague" "matching" 5805
"1974" 19 2 "vague" "matching" 2165
"1975" 19 3 "vague" "comparison" 1327
"1976" 19 4 "vague" "comparison" 2397
"1977" 19 1 "crisp" "matching" 1688
"1978" 19 2 "vague" "comparison" 3641
"1979" 19 3 "crisp" "matching" 3558
"1980" 19 4 "crisp" "matching" 3494
"1981" 19 1 "vague" "comparison" 962
"1982" 19 2 "crisp" "comparison" 3111
"1983" 19 3 "vague" "comparison" 2175
"1984" 19 4 "vague" "comparison" 4335
"1985" 19 1 "crisp" "matching" 2582
"1986" 19 2 "crisp" "matching" 4346
"1987" 19 3 "vague" "matching" 2581
"1988" 19 4 "crisp" "matching" 2199
"1989" 19 1 "crisp" "comparison" 10705
"1990" 19 2 "vague" "comparison" 1936
"1991" 19 3 "vague" "comparison" 2815
"1992" 19 4 "crisp" "matching" 1711
"1993" 19 1 "crisp" "matching" 2277
"1994" 19 2 "crisp" "comparison" 5142
"1995" 19 3 "vague" "comparison" 1135
"1996" 19 4 "vague" "matching" 1686
"1997" 19 1 "vague" "matching" 2520
"1998" 19 2 "vague" "comparison" 1778
"1999" 19 3 "vague" "comparison" 2601
"2000" 19 4 "vague" "comparison" 2556
"2001" 19 1 "crisp" "matching" 2436
"2002" 19 2 "crisp" "matching" 4227
"2003" 19 3 "crisp" "comparison" 3282
"2004" 19 4 "vague" "comparison" 1167
"2005" 19 1 "vague" "matching" 2095
"2006" 19 2 "vague" "comparison" 2709
"2007" 19 3 "crisp" "matching" 5389
"2008" 19 4 "crisp" "comparison" 3115
"2009" 19 1 "crisp" "comparison" 1485
"2010" 19 2 "crisp" "matching" 3051
"2011" 19 3 "crisp" "comparison" 1819
"2012" 19 4 "crisp" "matching" 3928
"2013" 19 1 "vague" "comparison" 1873
"2014" 19 2 "crisp" "matching" 1556
"2015" 19 3 "crisp" "matching" 2550
"2016" 19 4 "vague" "comparison" 2253
"2017" 19 1 "vague" "comparison" 2564
"2018" 19 2 "vague" "matching" 2285
"2019" 19 3 "crisp" "comparison" 2210
"2020" 19 4 "crisp" "comparison" 1885
"2021" 19 1 "crisp" "comparison" 6073
"2022" 19 2 "vague" "matching" 2615
"2023" 19 3 "vague" "matching" 2455
"2024" 19 4 "vague" "matching" 1643
"2025" 19 1 "crisp" "matching" 820
"2026" 19 2 "vague" "matching" 2135
"2027" 19 3 "vague" "matching" 5339
"2028" 19 4 "vague" "comparison" 4401
"2029" 19 1 "vague" "comparison" 2180
"2030" 19 2 "vague" "matching" 4145
"2031" 19 3 "vague" "matching" 2180
"2032" 19 4 "vague" "matching" 4163
"2033" 19 1 "vague" "matching" 4389
"2034" 19 2 "crisp" "comparison" 2678
"2035" 19 3 "crisp" "comparison" 1956
"2036" 19 4 "crisp" "comparison" 1271
"2037" 19 1 "vague" "matching" 3045
"2038" 19 2 "vague" "comparison" 2649
"2039" 19 3 "crisp" "matching" 4254
"2040" 19 4 "crisp" "matching" 3370
"2041" 19 1 "crisp" "comparison" 3537
"2042" 19 2 "crisp" "comparison" 3370
"2043" 19 3 "vague" "comparison" 4246
"2044" 19 4 "crisp" "comparison" 2479
"2045" 19 1 "vague" "comparison" 2249
"2046" 19 2 "crisp" "comparison" 4637
"2047" 19 3 "crisp" "matching" 2088
"2048" 19 4 "vague" "matching" 4262
"2049" 19 1 "vague" "matching" 5252
"2050" 19 2 "vague" "comparison" 1404
"2051" 19 3 "vague" "comparison" 4389
"2052" 19 4 "vague" "matching" 3037
"2053" 19 1 "crisp" "matching" 2510
"2054" 19 2 "vague" "matching" 1378
"2055" 19 3 "crisp" "comparison" 2689
"2056" 19 4 "vague" "matching" 4514
"2057" 19 1 "vague" "comparison" 2138
"2058" 19 2 "crisp" "matching" 1515
"2059" 19 3 "vague" "matching" 6489
"2060" 19 4 "vague" "matching" 2168
"2061" 19 1 "crisp" "comparison" 2250
"2062" 19 2 "crisp" "matching" 1737
"2063" 19 3 "crisp" "comparison" 1617
"2064" 19 4 "crisp" "comparison" 3526
"2065" 19 1 "vague" "comparison" 2477
"2066" 19 2 "vague" "matching" 5289
"2067" 19 3 "vague" "comparison" 3083
"2068" 19 4 "vague" "matching" 4592
"2069" 19 1 "crisp" "matching" 1080
"2070" 19 2 "vague" "matching" 6964
"2071" 19 3 "vague" "matching" 2500
"2072" 19 4 "vague" "comparison" 2541
"2073" 19 1 "crisp" "comparison" 2801
"2074" 19 2 "crisp" "matching" 2483
"2075" 19 3 "crisp" "matching" 1486
"2076" 19 4 "crisp" "comparison" 2388
"2077" 19 1 "crisp" "comparison" 1431
"2078" 19 2 "vague" "comparison" 2031
"2079" 19 3 "crisp" "matching" 3200
"2080" 19 4 "crisp" "matching" 4032
"2081" 19 1 "vague" "matching" 3126
"2082" 19 2 "vague" "comparison" 1709
"2083" 19 3 "crisp" "matching" 4649
"2084" 19 4 "crisp" "matching" 2696
"2085" 19 1 "crisp" "matching" 1340
"2086" 19 2 "crisp" "comparison" 6614
"2087" 19 3 "vague" "matching" 1663
"2088" 19 4 "crisp" "matching" 4966
"2089" 19 1 "crisp" "comparison" 2821
"2090" 19 2 "crisp" "comparison" 2011
"2091" 19 3 "vague" "comparison" 1935
"2092" 19 4 "vague" "comparison" 2481
"2093" 19 1 "crisp" "matching" 1069
"2094" 19 2 "crisp" "comparison" 3260
"2095" 19 3 "crisp" "matching" 2636
"2096" 19 4 "crisp" "comparison" 1973
"2097" 19 1 "vague" "matching" 4057
"2098" 19 2 "crisp" "comparison" 2030
"2099" 19 3 "vague" "matching" 2283
"2100" 19 4 "vague" "comparison" 2135
"2101" 19 1 "vague" "comparison" 2874
"2102" 19 2 "crisp" "matching" 2145
"2103" 19 3 "vague" "comparison" 3551
"2104" 19 4 "crisp" "comparison" 3290
"2105" 19 1 "vague" "comparison" 1892
"2106" 19 2 "vague" "comparison" 1827
"2107" 19 3 "crisp" "comparison" 5854
"2108" 19 4 "crisp" "matching" 1246
"2109" 19 1 "vague" "matching" 2980
"2110" 19 2 "vague" "matching" 1797
"2111" 19 3 "crisp" "comparison" 2418
"2112" 19 4 "vague" "comparison" 1799
"2113" 2 1 "crisp" "comparison" 1069
"2114" 2 2 "vague" "matching" 1222
"2115" 2 3 "crisp" "matching" 1217
"2116" 2 4 "vague" "matching" 1399
