"Subject" "Item" "vagueness" "selection" "RT"
"3633" 26 1 "vague" "matching" 1058
"3634" 26 2 "vague" "matching" 1575
"3635" 26 3 "crisp" "comparison" 1124
"3636" 26 4 "crisp" "matching" 1186
"3637" 26 1 "crisp" "matching" 862
"3638" 26 2 "crisp" "comparison" 615
"3639" 26 3 "vague" "matching" 1293
"3640" 26 4 "vague" "matching" 2007
"3641" 26 1 "vague" "matching" 1323
"3642" 26 2 "crisp" "matching" 1017
"3643" 26 3 "vague" "matching" 1818
"3644" 26 4 "vague" "comparison" 1179
"3645" 26 1 "vague" "comparison" 542
"3646" 26 2 "vague" "comparison" 629
"3647" 26 3 "crisp" "comparison" 517
"3648" 26 4 "crisp" "comparison" 776
"3649" 27 1 "vague" "matching" 2560
"3650" 27 2 "crisp" "matching" 5111
"3651" 27 3 "vague" "matching" 5299
"3652" 27 4 "crisp" "comparison" 3149
"3653" 27 1 "vague" "matching" 3586
"3654" 27 2 "crisp" "comparison" 3645
"3655" 27 3 "vague" "matching" 3438
"3656" 27 4 "crisp" "comparison" 2489
"3657" 27 1 "crisp" "comparison" 3636
"3658" 27 2 "crisp" "comparison" 1843
"3659" 27 3 "vague" "matching" 3863
"3660" 27 4 "crisp" "matching" 2924
"3661" 27 1 "crisp" "matching" 4092
"3662" 27 2 "vague" "matching" 4027
"3663" 27 3 "crisp" "matching" 4101
"3664" 27 4 "vague" "matching" 3448
"3665" 27 1 "crisp" "comparison" 3382
"3666" 27 2 "crisp" "matching" 3654
"3667" 27 3 "crisp" "comparison" 2202
"3668" 27 4 "vague" "comparison" 3629
"3669" 27 1 "crisp" "matching" 5513
"3670" 27 2 "crisp" "comparison" 5956
"3671" 27 3 "crisp" "matching" 3457
"3672" 27 4 "vague" "comparison" 2957
"3673" 27 1 "crisp" "matching" 1342
"3674" 27 2 "vague" "comparison" 3405
"3675" 27 3 "crisp" "comparison" 1415
"3676" 27 4 "vague" "matching" 4251
"3677" 27 1 "vague" "comparison" 1732
"3678" 27 2 "vague" "comparison" 1410
"3679" 27 3 "vague" "comparison" 3116
"3680" 27 4 "crisp" "matching" 2926
"3681" 27 1 "vague" "matching" 2146
"3682" 27 2 "vague" "matching" 2736
"3683" 27 3 "vague" "comparison" 1445
"3684" 27 4 "crisp" "matching" 7569
"3685" 27 1 "vague" "comparison" 1088
"3686" 27 2 "crisp" "matching" 4736
"3687" 27 3 "crisp" "matching" 4271
"3688" 27 4 "vague" "matching" 6886
"3689" 27 1 "vague" "comparison" 1631
"3690" 27 2 "crisp" "comparison" 1721
"3691" 27 3 "crisp" "matching" 4442
"3692" 27 4 "crisp" "comparison" 3172
"3693" 27 1 "crisp" "comparison" 1210
"3694" 27 2 "vague" "matching" 2904
"3695" 27 3 "crisp" "comparison" 2728
"3696" 27 4 "vague" "matching" 5740
"3697" 27 1 "vague" "matching" 9055
"3698" 27 2 "vague" "comparison" 2255
"3699" 27 3 "vague" "matching" 3443
"3700" 27 4 "crisp" "comparison" 4612
"3701" 27 1 "crisp" "comparison" 1584
"3702" 27 2 "vague" "matching" 6531
"3703" 27 3 "crisp" "comparison" 3859
"3704" 27 4 "crisp" "matching" 3170
"3705" 27 1 "crisp" "matching" 1166
"3706" 27 2 "vague" "comparison" 2089
"3707" 27 3 "vague" "comparison" 2266
"3708" 27 4 "vague" "comparison" 2078
"3709" 27 1 "vague" "comparison" 1865
"3710" 27 2 "crisp" "matching" 2216
"3711" 27 3 "vague" "comparison" 2476
"3712" 27 4 "vague" "comparison" 2336
"3713" 27 1 "vague" "matching" 3965
"3714" 27 2 "crisp" "comparison" 2503
"3715" 27 3 "crisp" "comparison" 1423
"3716" 27 4 "vague" "comparison" 976
"3717" 27 1 "crisp" "matching" 954
"3718" 27 2 "vague" "matching" 2518
"3719" 27 3 "vague" "matching" 4236
"3720" 27 4 "vague" "comparison" 3030
"3721" 27 1 "vague" "matching" 1812
"3722" 27 2 "crisp" "matching" 2260
"3723" 27 3 "crisp" "comparison" 5254
"3724" 27 4 "vague" "comparison" 1917
"3725" 27 1 "crisp" "comparison" 1366
"3726" 27 2 "vague" "comparison" 1265
"3727" 27 3 "vague" "matching" 2565
"3728" 27 4 "crisp" "matching" 1795
"3729" 27 1 "crisp" "matching" 2272
"3730" 27 2 "crisp" "matching" 2958
"3731" 27 3 "crisp" "matching" 4951
"3732" 27 4 "vague" "comparison" 3658
"3733" 27 1 "vague" "comparison" 1602
"3734" 27 2 "crisp" "comparison" 1799
"3735" 27 3 "vague" "matching" 4631
"3736" 27 4 "crisp" "matching" 2788
"3737" 27 1 "vague" "matching" 2261
"3738" 27 2 "vague" "comparison" 1733
"3739" 27 3 "vague" "comparison" 2707
"3740" 27 4 "crisp" "matching" 4017
"3741" 27 1 "vague" "comparison" 1828
"3742" 27 2 "crisp" "comparison" 2494
"3743" 27 3 "crisp" "matching" 1340
"3744" 27 4 "crisp" "matching" 1594
"3745" 27 1 "crisp" "matching" 3696
"3746" 27 2 "vague" "comparison" 2226
"3747" 27 3 "vague" "matching" 2283
"3748" 27 4 "crisp" "comparison" 1781
"3749" 27 1 "vague" "comparison" 1512
"3750" 27 2 "vague" "matching" 3322
"3751" 27 3 "crisp" "matching" 2182
"3752" 27 4 "crisp" "comparison" 3980
"3753" 27 1 "vague" "comparison" 1530
"3754" 27 2 "vague" "matching" 3392
"3755" 27 3 "vague" "comparison" 1516
"3756" 27 4 "vague" "matching" 1834
"3757" 27 1 "crisp" "comparison" 1685
"3758" 27 2 "crisp" "matching" 2135
"3759" 27 3 "vague" "comparison" 3404
"3760" 27 4 "vague" "matching" 4036
"3761" 27 1 "crisp" "comparison" 1575
"3762" 27 2 "vague" "comparison" 1230
"3763" 27 3 "vague" "comparison" 2233
"3764" 27 4 "crisp" "comparison" 1413
"3765" 27 1 "crisp" "comparison" 1048
"3766" 27 2 "vague" "matching" 3953
"3767" 27 3 "crisp" "comparison" 1508
"3768" 27 4 "vague" "matching" 3816
"3769" 27 1 "vague" "matching" 7622
"3770" 27 2 "crisp" "matching" 5532
"3771" 27 3 "crisp" "matching" 2198
"3772" 27 4 "crisp" "comparison" 3071
"3773" 27 1 "crisp" "matching" 1488
"3774" 27 2 "crisp" "comparison" 2773
"3775" 27 3 "crisp" "comparison" 1582
"3776" 27 4 "vague" "matching" 1302
"3777" 27 1 "crisp" "comparison" 1242
"3778" 27 2 "crisp" "matching" 1451
"3779" 27 3 "crisp" "comparison" 2282
"3780" 27 4 "crisp" "matching" 2939
"3781" 27 1 "vague" "comparison" 1470
"3782" 27 2 "crisp" "comparison" 2014
"3783" 27 3 "crisp" "matching" 1604
"3784" 27 4 "vague" "comparison" 2305
"3785" 27 1 "vague" "comparison" 2276
"3786" 27 2 "vague" "matching" 1606
"3787" 27 3 "crisp" "matching" 1811
"3788" 27 4 "crisp" "comparison" 1613
"3789" 27 1 "vague" "comparison" 2707
"3790" 27 2 "crisp" "matching" 1898
"3791" 27 3 "crisp" "comparison" 2147
"3792" 27 4 "crisp" "matching" 2430
"3793" 27 1 "vague" "matching" 4037
"3794" 27 2 "crisp" "matching" 2844
"3795" 27 3 "vague" "comparison" 1853
"3796" 27 4 "crisp" "comparison" 2154
"3797" 27 1 "crisp" "comparison" 2341
"3798" 27 2 "vague" "matching" 2723
"3799" 27 3 "crisp" "matching" 4205
"3800" 27 4 "vague" "matching" 4750
"3801" 27 1 "crisp" "matching" 5015
"3802" 27 2 "vague" "comparison" 2683
"3803" 27 3 "crisp" "comparison" 2381
"3804" 27 4 "vague" "comparison" 1934
"3805" 27 1 "crisp" "comparison" 1675
"3806" 27 2 "vague" "comparison" 1034
"3807" 27 3 "vague" "matching" 2478
"3808" 27 4 "crisp" "comparison" 2465
"3809" 27 1 "vague" "matching" 4505
"3810" 27 2 "crisp" "comparison" 1395
"3811" 27 3 "vague" "comparison" 2968
"3812" 27 4 "vague" "matching" 3118
"3813" 27 1 "crisp" "matching" 1220
"3814" 27 2 "vague" "matching" 2037
"3815" 27 3 "crisp" "matching" 1722
"3816" 27 4 "crisp" "matching" 3729
"3817" 27 1 "crisp" "comparison" 1968
"3818" 27 2 "vague" "matching" 1453
"3819" 27 3 "vague" "matching" 2086
"3820" 27 4 "vague" "comparison" 2280
"3821" 27 1 "vague" "comparison" 999
"3822" 27 2 "vague" "comparison" 1074
"3823" 27 3 "vague" "matching" 4021
"3824" 27 4 "crisp" "matching" 3085
"3825" 27 1 "crisp" "matching" 2257
"3826" 27 2 "vague" "comparison" 1819
"3827" 27 3 "vague" "matching" 2656
"3828" 27 4 "vague" "matching" 3932
"3829" 27 1 "vague" "matching" 2923
"3830" 27 2 "crisp" "comparison" 2225
"3831" 27 3 "vague" "comparison" 1475
"3832" 27 4 "crisp" "comparison" 3117
"3833" 27 1 "vague" "matching" 2966
"3834" 27 2 "crisp" "matching" 2635
"3835" 27 3 "crisp" "comparison" 1304
"3836" 27 4 "vague" "comparison" 2806
"3837" 27 1 "crisp" "matching" 1108
"3838" 27 2 "crisp" "comparison" 1108
"3839" 27 3 "vague" "comparison" 1557
"3840" 27 4 "vague" "matching" 1769
"3841" 28 1 "vague" "comparison" 3418
"3842" 28 2 "vague" "comparison" 2843
"3843" 28 3 "crisp" "matching" 14661
"3844" 28 4 "vague" "matching" 7420
"3845" 28 1 "vague" "comparison" 3864
"3846" 28 2 "crisp" "comparison" 2526
"3847" 28 3 "crisp" "comparison" 4237
"3848" 28 4 "crisp" "comparison" 3317
"3849" 28 1 "crisp" "comparison" 4227
"3850" 28 2 "vague" "matching" 5221
"3851" 28 3 "crisp" "comparison" 3087
"3852" 28 4 "vague" "matching" 4052
"3853" 28 1 "vague" "comparison" 3393
"3854" 28 2 "crisp" "comparison" 6390
"3855" 28 3 "vague" "comparison" 2054
"3856" 28 4 "vague" "comparison" 3002
"3857" 28 1 "crisp" "matching" 4975
"3858" 28 2 "vague" "comparison" 2332
"3859" 28 3 "vague" "matching" 7516
"3860" 28 4 "vague" "comparison" 3553
"3861" 28 1 "vague" "matching" 5422
"3862" 28 2 "vague" "matching" 14200
"3863" 28 3 "crisp" "matching" 2634
"3864" 28 4 "vague" "comparison" 3051
"3865" 28 1 "crisp" "comparison" 3380
"3866" 28 2 "vague" "matching" 4069
"3867" 28 3 "vague" "comparison" 2920
"3868" 28 4 "crisp" "comparison" 8004
"3869" 28 1 "crisp" "matching" 5027
"3870" 28 2 "crisp" "matching" 1785
"3871" 28 3 "crisp" "comparison" 2175
"3872" 28 4 "crisp" "matching" 5588
"3873" 28 1 "crisp" "matching" 2396
"3874" 28 2 "vague" "matching" 11204
"3875" 28 3 "crisp" "matching" 2816
"3876" 28 4 "vague" "matching" 5916
"3877" 28 1 "crisp" "matching" 2559
"3878" 28 2 "crisp" "comparison" 2170
"3879" 28 3 "vague" "matching" 2228
"3880" 28 4 "crisp" "matching" 2777
"3881" 28 1 "vague" "matching" 8153
"3882" 28 2 "crisp" "comparison" 1219
"3883" 28 3 "vague" "comparison" 1919
"3884" 28 4 "crisp" "comparison" 1815
"3885" 28 1 "vague" "matching" 10202
"3886" 28 2 "crisp" "matching" 6775
"3887" 28 3 "vague" "comparison" 3029
"3888" 28 4 "vague" "matching" 1859
"3889" 28 1 "vague" "matching" 2750
"3890" 28 2 "vague" "comparison" 2248
"3891" 28 3 "vague" "matching" 1344
"3892" 28 4 "crisp" "comparison" 2035
"3893" 28 1 "crisp" "comparison" 2113
"3894" 28 2 "crisp" "matching" 1779
"3895" 28 3 "crisp" "comparison" 1573
"3896" 28 4 "vague" "comparison" 2866
"3897" 28 1 "crisp" "comparison" 1763
"3898" 28 2 "crisp" "matching" 2825
"3899" 28 3 "vague" "matching" 1698
"3900" 28 4 "crisp" "matching" 3706
"3901" 28 1 "vague" "comparison" 1292
"3902" 28 2 "vague" "comparison" 1847
"3903" 28 3 "crisp" "matching" 2795
"3904" 28 4 "crisp" "matching" 1755
"3905" 28 1 "vague" "comparison" 1434
"3906" 28 2 "crisp" "comparison" 2172
"3907" 28 3 "vague" "comparison" 2031
"3908" 28 4 "crisp" "matching" 1856
"3909" 28 1 "crisp" "matching" 1420
"3910" 28 2 "vague" "matching" 3865
"3911" 28 3 "crisp" "matching" 2370
"3912" 28 4 "vague" "matching" 1874
"3913" 28 1 "crisp" "matching" 3170
"3914" 28 2 "crisp" "matching" 2254
"3915" 28 3 "crisp" "comparison" 1319
"3916" 28 4 "vague" "comparison" 2524
"3917" 28 1 "vague" "matching" 10282
"3918" 28 2 "vague" "matching" 11974
"3919" 28 3 "crisp" "comparison" 8612
"3920" 28 4 "crisp" "comparison" 1500
"3921" 28 1 "crisp" "comparison" 1776
"3922" 28 2 "crisp" "matching" 1466
"3923" 28 3 "vague" "comparison" 1679
"3924" 28 4 "crisp" "matching" 5203
"3925" 28 1 "crisp" "matching" 1897
"3926" 28 2 "vague" "comparison" 1868
"3927" 28 3 "vague" "comparison" 1250
"3928" 28 4 "vague" "comparison" 1995
"3929" 28 1 "vague" "matching" 13950
"3930" 28 2 "crisp" "comparison" 3593
"3931" 28 3 "crisp" "comparison" 1577
"3932" 28 4 "crisp" "matching" 1366
"3933" 28 1 "vague" "comparison" 1167
"3934" 28 2 "crisp" "matching" 2332
"3935" 28 3 "vague" "matching" 1495
"3936" 28 4 "crisp" "matching" 2442
"3937" 28 1 "crisp" "comparison" 1476
"3938" 28 2 "vague" "matching" 1079
"3939" 28 3 "vague" "comparison" 971
"3940" 28 4 "vague" "matching" 1965
"3941" 28 1 "vague" "comparison" 3420
"3942" 28 2 "crisp" "comparison" 1048
"3943" 28 3 "crisp" "matching" 1389
"3944" 28 4 "crisp" "comparison" 2402
"3945" 28 1 "vague" "matching" 11414
"3946" 28 2 "vague" "comparison" 1224
"3947" 28 3 "crisp" "comparison" 2824
"3948" 28 4 "vague" "comparison" 3019
"3949" 28 1 "crisp" "comparison" 1936
"3950" 28 2 "vague" "matching" 1191
"3951" 28 3 "vague" "matching" 2516
"3952" 28 4 "vague" "matching" 1432
"3953" 28 1 "crisp" "matching" 1426
"3954" 28 2 "vague" "comparison" 2074
"3955" 28 3 "crisp" "matching" 1003
"3956" 28 4 "vague" "matching" 1715
"3957" 28 1 "vague" "comparison" 2257
"3958" 28 2 "crisp" "matching" 3414
"3959" 28 3 "crisp" "matching" 2204
"3960" 28 4 "crisp" "comparison" 2542
"3961" 28 1 "vague" "matching" 8875
"3962" 28 2 "crisp" "comparison" 1594
"3963" 28 3 "vague" "matching" 1548
"3964" 28 4 "crisp" "comparison" 1710
"3965" 28 1 "crisp" "comparison" 1172
"3966" 28 2 "vague" "comparison" 1129
"3967" 28 3 "vague" "matching" 1100
"3968" 28 4 "vague" "comparison" 1936
"3969" 28 1 "vague" "matching" 2017
"3970" 28 2 "vague" "comparison" 1189
"3971" 28 3 "crisp" "comparison" 2435
"3972" 28 4 "vague" "matching" 2061
"3973" 28 1 "vague" "comparison" 2101
"3974" 28 2 "vague" "comparison" 1178
"3975" 28 3 "crisp" "comparison" 1860
"3976" 28 4 "crisp" "matching" 4343
"3977" 28 1 "vague" "matching" 3018
"3978" 28 2 "vague" "comparison" 1874
"3979" 28 3 "vague" "comparison" 1659
"3980" 28 4 "vague" "matching" 3019
"3981" 28 1 "vague" "matching" 1943
"3982" 28 2 "crisp" "matching" 1949
"3983" 28 3 "crisp" "matching" 4004
"3984" 28 4 "vague" "comparison" 1599
"3985" 28 1 "crisp" "comparison" 2769
"3986" 28 2 "crisp" "matching" 1435
"3987" 28 3 "vague" "matching" 1522
"3988" 28 4 "vague" "comparison" 2076
"3989" 28 1 "crisp" "matching" 1020
"3990" 28 2 "vague" "matching" 1954
"3991" 28 3 "vague" "matching" 1616
"3992" 28 4 "crisp" "matching" 1468
"3993" 28 1 "crisp" "matching" 1383
"3994" 28 2 "crisp" "comparison" 2137
"3995" 28 3 "vague" "comparison" 1676
"3996" 28 4 "crisp" "comparison" 1833
"3997" 28 1 "vague" "comparison" 2005
"3998" 28 2 "vague" "matching" 1194
"3999" 28 3 "crisp" "matching" 1690
"4000" 28 4 "vague" "matching" 2503
"4001" 28 1 "crisp" "comparison" 2713
"4002" 28 2 "crisp" "matching" 1492
"4003" 28 3 "crisp" "comparison" 1847
"4004" 28 4 "vague" "comparison" 2565
"4005" 28 1 "crisp" "matching" 1128
"4006" 28 2 "crisp" "comparison" 1651
"4007" 28 3 "vague" "matching" 3001
"4008" 28 4 "crisp" "comparison" 1588
"4009" 28 1 "crisp" "comparison" 2103
"4010" 28 2 "vague" "matching" 7295
"4011" 28 3 "crisp" "comparison" 1261
"4012" 28 4 "crisp" "matching" 1884
"4013" 28 1 "crisp" "matching" 1260
"4014" 28 2 "crisp" "comparison" 1116
"4015" 28 3 "vague" "comparison" 2023
"4016" 28 4 "crisp" "comparison" 2343
"4017" 28 1 "vague" "comparison" 3011
"4018" 28 2 "crisp" "comparison" 1767
"4019" 28 3 "crisp" "matching" 1447
"4020" 28 4 "vague" "comparison" 1554
"4021" 28 1 "vague" "matching" 2214
"4022" 28 2 "vague" "matching" 1575
"4023" 28 3 "crisp" "matching" 2054
"4024" 28 4 "crisp" "comparison" 1877
"4025" 28 1 "crisp" "comparison" 2092
"4026" 28 2 "vague" "comparison" 2467
"4027" 28 3 "vague" "comparison" 1651
"4028" 28 4 "crisp" "matching" 1135
"4029" 28 1 "vague" "comparison" 1196
"4030" 28 2 "crisp" "matching" 1530
"4031" 28 3 "vague" "matching" 1152
"4032" 28 4 "vague" "matching" 1777
"4033" 29 1 "crisp" "matching" 949
"4034" 29 2 "vague" "comparison" 816
"4035" 29 3 "vague" "comparison" 779
"4036" 29 4 "crisp" "comparison" 949
"4037" 29 1 "crisp" "comparison" 727
"4038" 29 2 "crisp" "comparison" 875
"4039" 29 3 "crisp" "comparison" 1089
"4040" 29 4 "crisp" "matching" 653
"4041" 29 1 "crisp" "matching" 683
"4042" 29 2 "crisp" "comparison" 725
"4043" 29 3 "crisp" "comparison" 598
"4044" 29 4 "vague" "matching" 732
"4045" 29 1 "vague" "matching" 634
"4046" 29 2 "vague" "matching" 909
"4047" 29 3 "crisp" "comparison" 1198
"4048" 29 4 "vague" "matching" 951
"4049" 29 1 "vague" "comparison" 455
"4050" 29 2 "vague" "matching" 1277
"4051" 29 3 "vague" "matching" 766
"4052" 29 4 "crisp" "comparison" 862
"4053" 29 1 "crisp" "comparison" 1279
"4054" 29 2 "crisp" "matching" 712
"4055" 29 3 "vague" "comparison" 1011
"4056" 29 4 "vague" "matching" 924
"4057" 29 1 "crisp" "comparison" 1109
"4058" 29 2 "vague" "matching" 939
"4059" 29 3 "crisp" "matching" 911
"4060" 29 4 "vague" "comparison" 994
"4061" 29 1 "vague" "comparison" 915
"4062" 29 2 "vague" "comparison" 1073
"4063" 29 3 "vague" "matching" 1063
"4064" 29 4 "vague" "matching" 1271
"4065" 29 1 "vague" "matching" 993
"4066" 29 2 "vague" "matching" 1291
"4067" 29 3 "vague" "comparison" 1179
"4068" 29 4 "vague" "comparison" 1143
"4069" 29 1 "vague" "comparison" 1012
"4070" 29 2 "crisp" "comparison" 1191
"4071" 29 3 "vague" "matching" 942
"4072" 29 4 "crisp" "comparison" 754
"4073" 29 1 "crisp" "comparison" 696
"4074" 29 2 "crisp" "matching" 1838
"4075" 29 3 "vague" "matching" 1230
"4076" 29 4 "crisp" "matching" 910
"4077" 29 1 "crisp" "matching" 685
"4078" 29 2 "crisp" "matching" 886
"4079" 29 3 "crisp" "comparison" 855
"4080" 29 4 "crisp" "matching" 906
"4081" 29 1 "crisp" "matching" 701
"4082" 29 2 "crisp" "matching" 914
"4083" 29 3 "crisp" "matching" 978
"4084" 29 4 "crisp" "matching" 642
"4085" 29 1 "vague" "comparison" 584
"4086" 29 2 "crisp" "comparison" 1167
"4087" 29 3 "crisp" "matching" 815
"4088" 29 4 "vague" "comparison" 903
"4089" 29 1 "vague" "matching" 775
"4090" 29 2 "vague" "comparison" 709
"4091" 29 3 "vague" "comparison" 605
"4092" 29 4 "vague" "comparison" 746
"4093" 29 1 "vague" "matching" 651
"4094" 29 2 "vague" "comparison" 609
"4095" 29 3 "crisp" "matching" 675
"4096" 29 4 "crisp" "comparison" 777
"4097" 29 1 "vague" "matching" 850
"4098" 29 2 "crisp" "comparison" 969
"4099" 29 3 "crisp" "matching" 793
"4100" 29 4 "crisp" "matching" 1052
"4101" 29 1 "crisp" "comparison" 1137
"4102" 29 2 "crisp" "comparison" 716
"4103" 29 3 "crisp" "comparison" 865
"4104" 29 4 "vague" "matching" 713
"4105" 29 1 "crisp" "matching" 992
"4106" 29 2 "vague" "matching" 1055
"4107" 29 3 "vague" "matching" 929
"4108" 29 4 "vague" "comparison" 966
"4109" 29 1 "vague" "comparison" 558
"4110" 29 2 "vague" "comparison" 546
"4111" 29 3 "vague" "comparison" 629
"4112" 29 4 "vague" "comparison" 620
"4113" 29 1 "crisp" "matching" 784
"4114" 29 2 "crisp" "matching" 1021
"4115" 29 3 "vague" "matching" 870
"4116" 29 4 "vague" "comparison" 1638
"4117" 29 1 "vague" "matching" 822
"4118" 29 2 "crisp" "matching" 682
"4119" 29 3 "vague" "matching" 997
"4120" 29 4 "crisp" "comparison" 912
"4121" 29 1 "crisp" "matching" 804
"4122" 29 2 "vague" "comparison" 925
"4123" 29 3 "crisp" "matching" 735
"4124" 29 4 "vague" "comparison" 876
"4125" 29 1 "vague" "comparison" 977
"4126" 29 2 "vague" "matching" 792
"4127" 29 3 "vague" "comparison" 971
"4128" 29 4 "crisp" "matching" 969
"4129" 29 1 "crisp" "comparison" 579
"4130" 29 2 "vague" "matching" 705
"4131" 29 3 "crisp" "matching" 975
"4132" 29 4 "crisp" "matching" 732
"4133" 29 1 "crisp" "comparison" 1357
"4134" 29 2 "crisp" "comparison" 781
"4135" 29 3 "crisp" "comparison" 805
"4136" 29 4 "vague" "matching" 1014
"4137" 29 1 "crisp" "comparison" 675
"4138" 29 2 "crisp" "comparison" 823
"4139" 29 3 "crisp" "comparison" 849
"4140" 29 4 "crisp" "comparison" 674
"4141" 29 1 "vague" "comparison" 947
"4142" 29 2 "crisp" "matching" 775
"4143" 29 3 "vague" "matching" 976
"4144" 29 4 "crisp" "matching" 1185
"4145" 29 1 "vague" "comparison" 548
"4146" 29 2 "vague" "comparison" 1507
"4147" 29 3 "vague" "comparison" 801
"4148" 29 4 "vague" "matching" 519
"4149" 29 1 "crisp" "matching" 586
"4150" 29 2 "vague" "matching" 732
"4151" 29 3 "crisp" "matching" 871
"4152" 29 4 "crisp" "comparison" 1065
"4153" 29 1 "vague" "matching" 1506
"4154" 29 2 "crisp" "matching" 1095
"4155" 29 3 "vague" "comparison" 880
"4156" 29 4 "vague" "matching" 1004
"4157" 29 1 "vague" "matching" 1799
"4158" 29 2 "vague" "comparison" 606
"4159" 29 3 "crisp" "comparison" 659
"4160" 29 4 "crisp" "comparison" 691
"4161" 29 1 "vague" "matching" 956
"4162" 29 2 "crisp" "comparison" 580
"4163" 29 3 "vague" "matching" 617
"4164" 29 4 "crisp" "matching" 1925
"4165" 29 1 "crisp" "matching" 506
"4166" 29 2 "vague" "comparison" 543
"4167" 29 3 "crisp" "matching" 844
"4168" 29 4 "crisp" "matching" 971
"4169" 29 1 "vague" "comparison" 1805
"4170" 29 2 "crisp" "comparison" 487
"4171" 29 3 "vague" "matching" 894
"4172" 29 4 "vague" "matching" 759
"4173" 29 1 "crisp" "matching" 684
"4174" 29 2 "vague" "matching" 940
"4175" 29 3 "crisp" "matching" 1097
"4176" 29 4 "vague" "comparison" 935
"4177" 29 1 "crisp" "comparison" 590
"4178" 29 2 "crisp" "matching" 826
"4179" 29 3 "vague" "comparison" 771
"4180" 29 4 "crisp" "matching" 1019
"4181" 29 1 "crisp" "comparison" 861
"4182" 29 2 "crisp" "matching" 960
"4183" 29 3 "vague" "comparison" 637
"4184" 29 4 "vague" "matching" 1338
"4185" 29 1 "vague" "comparison" 963
"4186" 29 2 "vague" "matching" 770
"4187" 29 3 "vague" "matching" 640
"4188" 29 4 "crisp" "comparison" 1215
"4189" 29 1 "vague" "matching" 629
"4190" 29 2 "vague" "comparison" 704
"4191" 29 3 "crisp" "matching" 828
"4192" 29 4 "crisp" "comparison" 642
"4193" 29 1 "crisp" "matching" 939
"4194" 29 2 "vague" "matching" 555
"4195" 29 3 "vague" "comparison" 1102
"4196" 29 4 "vague" "comparison" 1285
"4197" 29 1 "crisp" "comparison" 907
"4198" 29 2 "vague" "comparison" 859
"4199" 29 3 "crisp" "matching" 1231
"4200" 29 4 "vague" "matching" 571
"4201" 29 1 "vague" "comparison" 469
"4202" 29 2 "crisp" "comparison" 584
"4203" 29 3 "vague" "comparison" 829
"4204" 29 4 "vague" "matching" 716
"4205" 29 1 "crisp" "matching" 669
"4206" 29 2 "vague" "matching" 774
"4207" 29 3 "crisp" "comparison" 561
"4208" 29 4 "vague" "comparison" 492
"4209" 29 1 "vague" "matching" 803
"4210" 29 2 "crisp" "matching" 658
"4211" 29 3 "vague" "matching" 1029
"4212" 29 4 "crisp" "matching" 796
"4213" 29 1 "vague" "comparison" 486
"4214" 29 2 "crisp" "comparison" 1046
"4215" 29 3 "crisp" "comparison" 1053
"4216" 29 4 "crisp" "comparison" 590
"4217" 29 1 "vague" "matching" 1248
"4218" 29 2 "vague" "comparison" 544
"4219" 29 3 "crisp" "comparison" 850
"4220" 29 4 "crisp" "comparison" 642
"4221" 29 1 "crisp" "comparison" 550
"4222" 29 2 "crisp" "matching" 1138
"4223" 29 3 "crisp" "comparison" 826
"4224" 29 4 "vague" "comparison" 535
"4225" 3 1 "crisp" "comparison" 1524
"4226" 3 2 "vague" "comparison" 1384
"4227" 3 3 "crisp" "matching" 1364
"4228" 3 4 "vague" "comparison" 2002
"4229" 3 1 "crisp" "matching" 1188
"4230" 3 2 "crisp" "matching" 2955
"4231" 3 3 "crisp" "comparison" 2536
"4232" 3 4 "crisp" "matching" 2421
"4233" 3 1 "vague" "comparison" 2162
"4234" 3 2 "crisp" "comparison" 1744
"4235" 3 3 "vague" "comparison" 1009
"4236" 3 4 "crisp" "matching" 8165
"4237" 3 1 "vague" "matching" 4613
"4238" 3 2 "crisp" "comparison" 1665
"4239" 3 3 "vague" "comparison" 1560
"4240" 3 4 "vague" "comparison" 1437
"4241" 3 1 "vague" "matching" 1439
"4242" 3 2 "vague" "matching" 957
"4243" 3 3 "crisp" "matching" 8412
"4244" 3 4 "crisp" "matching" 2283
"4245" 3 1 "crisp" "comparison" 2990
"4246" 3 2 "crisp" "matching" 5220
"4247" 3 3 "crisp" "matching" 998
"4248" 3 4 "crisp" "comparison" 1930
"4249" 3 1 "crisp" "matching" 1295
"4250" 3 2 "crisp" "comparison" 1736
"4251" 3 3 "crisp" "comparison" 4918
"4252" 3 4 "crisp" "comparison" 1020
"4253" 3 1 "crisp" "comparison" 977
"4254" 3 2 "vague" "matching" 8192
"4255" 3 3 "vague" "matching" 3876
"4256" 3 4 "crisp" "comparison" 2744
"4257" 3 1 "vague" "comparison" 1527
"4258" 3 2 "vague" "matching" 3567
"4259" 3 3 "vague" "comparison" 959
"4260" 3 4 "vague" "comparison" 1450
"4261" 3 1 "vague" "comparison" 1002
"4262" 3 2 "crisp" "matching" 3590
"4263" 3 3 "crisp" "comparison" 5500
"4264" 3 4 "vague" "matching" 1173
"4265" 3 1 "crisp" "matching" 828
"4266" 3 2 "crisp" "matching" 984
"4267" 3 3 "vague" "matching" 2084
"4268" 3 4 "vague" "matching" 1224
"4269" 3 1 "vague" "matching" 1227
"4270" 3 2 "vague" "matching" 1093
"4271" 3 3 "vague" "comparison" 1242
"4272" 3 4 "vague" "matching" 1122
"4273" 3 1 "vague" "comparison" 660
"4274" 3 2 "vague" "comparison" 698
