1	5	25	V	L	few	14	357	1
6	35	25	V	L	many	14	374	1
6	25	35	V	R	many	14	357	1
2	10	25	P	L	10	14	347	1
4	20	25	P	L	20	14	652	1
7	40	25	V	L	many	14	524	1
1	25	5	P	R	5	14	684	1
7	40	25	P	L	40	14	841	0
5	30	25	P	L	30	14	913	0
6	35	25	P	L	35	14	818	0
8	45	25	P	L	45	14	906	1
2	10	25	V	L	few	14	378	1
4	25	20	P	R	20	14	892	1
7	25	40	V	R	many	14	810	0
2	25	10	V	R	few	14	726	1
2	25	10	P	R	10	14	1191	1
1	5	25	P	L	5	14	390	1
5	30	25	V	L	many	14	753	1
8	25	45	V	R	many	14	437	1
5	25	30	P	R	30	14	925	1
1	25	5	V	R	few	14	569	1
8	45	25	V	L	many	14	526	1
5	25	30	V	R	many	14	492	1
4	20	25	V	L	few	14	464	1
8	25	45	P	R	45	14	427	1
3	15	25	V	L	few	14	389	1
3	25	15	P	R	15	14	478	1
4	25	20	V	R	few	14	818	1
3	25	15	V	R	few	14	518	1
3	15	25	P	L	15	14	561	1
6	25	35	P	R	35	14	869	0
7	25	40	P	R	40	14	978	1
5	30	25	V	L	many	14	805	1
4	20	25	P	L	20	14	444	1
5	25	30	P	R	30	14	1094	1
6	25	35	V	R	many	14	515	1
7	25	40	V	R	many	14	461	1
2	25	10	V	R	few	14	713	1
4	20	25	V	L	few	14	548	1
3	25	15	V	R	few	14	728	1
3	15	25	P	L	15	14	440	1
1	5	25	P	L	5	14	460	1
6	35	25	V	L	many	14	502	0
7	40	25	V	L	many	14	445	1
3	15	25	V	L	few	14	424	1
6	35	25	P	L	35	14	613	0
5	25	30	V	R	many	14	889	0
5	30	25	P	L	30	14	933	0
7	40	25	P	L	40	14	467	1
8	45	25	V	L	many	14	534	1
1	25	5	V	R	few	14	374	1
8	25	45	V	R	many	14	424	1
8	25	45	P	R	45	14	640	1
2	25	10	P	R	10	14	403	1
1	25	5	P	R	5	14	389	1
4	25	20	P	R	20	14	669	1
3	25	15	P	R	15	14	537	1
8	45	25	P	L	45	14	902	1
4	25	20	V	R	few	14	565	0
2	10	25	P	L	10	14	476	1
7	25	40	P	R	40	14	477	1
6	25	35	P	R	35	14	404	0
2	10	25	V	L	few	14	453	1
1	5	25	V	L	few	14	440	1
8	25	45	P	R	45	14	399	1
1	25	5	P	R	5	14	461	1
3	25	15	V	R	few	14	501	1
2	10	25	P	L	10	14	524	1
4	25	20	P	R	20	14	707	0
5	25	30	V	R	many	14	374	1
5	25	30	P	R	30	14	542	1
6	35	25	V	L	many	14	404	1
3	15	25	P	L	15	14	631	1
6	35	25	P	L	35	14	493	1
6	25	35	V	R	many	14	762	1
2	25	10	P	R	10	14	525	1
4	20	25	V	L	few	14	437	1
7	25	40	V	R	many	14	358	1
3	15	25	V	L	few	14	330	1
2	10	25	V	L	few	14	353	1
4	20	25	P	L	20	14	483	1
8	25	45	V	R	many	14	380	1
1	5	25	V	L	few	14	341	1
2	25	10	V	R	few	14	414	1
1	5	25	P	L	5	14	359	1
5	30	25	P	L	30	14	523	0
7	40	25	V	L	many	14	400	1
7	40	25	P	L	40	14	386	1
4	25	20	V	R	few	14	635	0
7	25	40	P	R	40	14	416	1
6	25	35	P	R	35	14	586	1
5	30	25	V	L	many	14	568	1
8	45	25	V	L	many	14	469	1
8	45	25	P	L	45	14	420	1
1	25	5	V	R	few	14	300	1
3	25	15	P	R	15	14	677	0
1	5	25	V	L	few	14	378	1
5	30	25	P	L	30	14	692	0
6	35	25	V	L	many	14	419	1
4	20	25	P	L	20	14	610	1
2	10	25	P	L	10	14	505	1
7	40	25	V	L	many	14	692	1
6	25	35	V	R	many	14	670	1
8	45	25	V	L	many	14	508	1
4	25	20	V	R	few	14	443	0
8	25	45	P	R	45	14	353	1
1	25	5	P	R	5	14	356	1
7	40	25	P	L	40	14	782	1
7	25	40	V	R	many	14	416	1
2	10	25	V	L	few	14	389	1
1	25	5	V	R	few	14	409	1
5	25	30	V	R	many	14	386	1
3	15	25	V	L	few	14	452	1
2	25	10	P	R	10	14	523	1
8	45	25	P	L	45	14	381	1
5	30	25	V	L	many	14	609	0
4	25	20	P	R	20	14	825	1
5	25	30	P	R	30	14	424	0
3	15	25	P	L	15	14	337	1
6	25	35	P	R	35	14	586	1
3	25	15	P	R	15	14	476	1
3	25	15	V	R	few	14	386	1
4	20	25	V	L	few	14	658	1
2	25	10	V	R	few	14	416	1
6	35	25	P	L	35	14	435	0
8	25	45	V	R	many	14	419	0
1	5	25	P	L	5	14	358	1
7	25	40	P	R	40	14	399	1
4	20	25	V	L	few	14	374	1
6	25	35	P	R	35	14	515	1
2	10	25	V	L	few	14	385	1
1	25	5	V	R	few	14	260	0
1	5	25	P	L	5	14	500	1
1	25	5	P	R	5	14	358	1
4	25	20	V	R	few	14	592	1
7	40	25	P	L	40	14	378	1
6	35	25	V	L	many	14	370	1
5	25	30	V	R	many	14	438	1
1	5	25	V	L	few	14	363	1
3	15	25	V	L	few	14	351	1
7	25	40	V	R	many	14	571	1
5	30	25	V	L	many	14	510	0
8	45	25	P	L	45	14	529	1
2	25	10	V	R	few	14	399	1
8	25	45	V	R	many	14	528	1
4	25	20	P	R	20	14	855	1
7	25	40	P	R	40	14	405	1
2	10	25	P	L	10	14	478	1
3	15	25	P	L	15	14	593	0
5	30	25	P	L	30	14	616	0
8	25	45	P	R	45	14	773	1
2	25	10	P	R	10	14	397	1
8	45	25	V	L	many	14	855	1
4	20	25	P	L	20	14	492	1
3	25	15	V	R	few	14	635	1
7	40	25	V	L	many	14	375	1
5	25	30	P	R	30	14	754	1
6	25	35	V	R	many	14	526	1
6	35	25	P	L	35	14	488	1
3	25	15	P	R	15	14	510	1
5	25	30	P	R	30	14	454	1
7	40	25	V	L	many	14	354	1
6	25	35	V	R	many	14	411	1
4	25	20	V	R	few	14	651	1
8	45	25	V	L	many	14	564	1
1	25	5	V	R	few	14	358	1
5	30	25	V	L	many	14	578	1
2	10	25	V	L	few	14	407	1
2	25	10	P	R	10	14	382	1
5	25	30	V	R	many	14	390	1
3	25	15	V	R	few	14	553	1
3	15	25	P	L	15	14	407	1
1	5	25	P	L	5	14	497	1
6	35	25	P	L	35	14	822	1
7	25	40	V	R	many	14	450	1
8	25	45	V	R	many	14	463	1
8	45	25	P	L	45	14	392	1
4	25	20	P	R	20	14	643	1
7	40	25	P	L	40	14	361	1
1	5	25	V	L	few	14	414	1
6	25	35	P	R	35	14	651	1
6	35	25	V	L	many	14	460	1
4	20	25	P	L	20	14	389	1
1	25	5	P	R	5	14	363	1
7	25	40	P	R	40	14	364	1
3	25	15	P	R	15	14	362	1
3	15	25	V	L	few	14	394	1
8	25	45	P	R	45	14	332	1
5	30	25	P	L	30	14	299	0
4	20	25	V	L	few	14	360	1
2	10	25	P	L	10	14	342	1
2	25	10	V	R	few	14	522	1
6	35	25	V	L	many	14	389	1
2	25	10	P	R	10	14	339	1
7	40	25	P	L	40	14	322	1
5	25	30	V	R	many	14	415	1
8	45	25	V	L	many	14	407	1
3	25	15	P	R	15	14	425	1
2	10	25	P	L	10	14	516	0
4	20	25	V	L	few	14	414	1
6	25	35	P	R	35	14	652	1
1	5	25	V	L	few	14	492	1
7	25	40	V	R	many	14	539	1
3	15	25	V	L	few	14	529	1
