1	25	5	P	R	5	12	521	1
4	20	25	P	L	20	12	957	0
4	25	20	P	R	20	12	4821	1
2	10	25	P	L	10	12	914	1
3	25	15	V	R	few	12	675	1
3	15	25	P	L	15	12	1694	1
7	40	25	P	L	40	12	637	1
4	25	20	V	R	few	12	1131	1
6	35	25	P	L	35	12	694	1
2	10	25	V	L	few	12	1122	1
2	25	10	V	R	few	12	422	1
1	5	25	V	L	few	12	378	1
5	30	25	V	L	many	12	772	0
7	40	25	V	L	many	12	633	1
3	15	25	V	L	few	12	487	1
8	45	25	P	L	45	12	681	1
8	25	45	P	R	45	12	482	1
6	35	25	V	L	many	12	587	1
7	25	40	P	R	40	12	462	1
1	5	25	P	L	5	12	416	1
5	25	30	V	R	many	12	767	1
7	25	40	V	R	many	12	589	1
1	25	5	V	R	few	12	383	1
8	25	45	V	R	many	12	551	1
3	25	15	P	R	15	12	708	1
8	45	25	V	L	many	12	859	1
5	30	25	P	L	30	12	445	0
6	25	35	P	R	35	12	819	1
5	25	30	P	R	30	12	581	1
6	25	35	V	R	many	12	590	1
4	20	25	V	L	few	12	848	1
2	25	10	P	R	10	12	642	1
4	25	20	P	R	20	12	464	1
4	20	25	P	L	20	12	1239	1
3	25	15	P	R	15	12	1386	1
2	25	10	V	R	few	12	2680	0
6	35	25	P	L	35	12	763	1
6	25	35	V	R	many	12	765	1
7	25	40	V	R	many	12	465	1
1	25	5	P	R	5	12	333	1
5	30	25	P	L	30	12	532	1
6	25	35	P	R	35	12	511	1
4	20	25	V	L	few	12	809	1
4	25	20	V	R	few	12	827	1
8	45	25	V	L	many	12	517	1
2	10	25	V	L	few	12	761	1
8	25	45	V	R	many	12	408	1
1	5	25	P	L	5	12	433	1
3	15	25	P	L	15	12	928	1
5	25	30	V	R	many	12	911	1
7	25	40	P	R	40	12	430	1
2	25	10	P	R	10	12	423	1
8	25	45	P	R	45	12	695	1
8	45	25	P	L	45	12	408	1
6	35	25	V	L	many	12	598	1
3	25	15	V	R	few	12	488	0
1	5	25	V	L	few	12	408	1
1	25	5	V	R	few	12	485	1
3	15	25	V	L	few	12	492	1
2	10	25	P	L	10	12	473	1
5	30	25	V	L	many	12	433	1
7	40	25	P	L	40	12	416	1
5	25	30	P	R	30	12	1185	1
7	40	25	V	L	many	12	459	1
7	40	25	V	L	many	12	438	1
4	20	25	V	L	few	12	1030	1
6	35	25	V	L	many	12	636	1
6	25	35	P	R	35	12	411	1
4	25	20	P	R	20	12	926	1
1	25	5	V	R	few	12	384	1
8	25	45	P	R	45	12	418	1
6	25	35	V	R	many	12	977	1
7	25	40	P	R	40	12	534	1
1	25	5	P	R	5	12	876	1
5	30	25	V	L	many	12	800	1
5	30	25	P	L	30	12	892	0
2	10	25	P	L	10	12	395	1
7	40	25	P	L	40	12	386	1
1	5	25	P	L	5	12	421	1
3	25	15	V	R	few	12	733	1
8	25	45	V	R	many	12	400	1
4	25	20	V	R	few	12	465	1
2	25	10	V	R	few	12	452	1
8	45	25	V	L	many	12	530	1
5	25	30	V	R	many	12	806	1
3	25	15	P	R	15	12	805	1
7	25	40	V	R	many	12	627	1
3	15	25	P	L	15	12	665	1
1	5	25	V	L	few	12	743	1
6	35	25	P	L	35	12	705	1
2	25	10	P	R	10	12	378	1
8	45	25	P	L	45	12	806	1
4	20	25	P	L	20	12	534	0
5	25	30	P	R	30	12	818	1
3	15	25	V	L	few	12	408	1
2	10	25	V	L	few	12	449	1
5	25	30	V	R	many	12	1190	1
6	35	25	V	L	many	12	425	1
4	25	20	P	R	20	12	1561	1
2	25	10	V	R	few	12	395	1
3	15	25	V	L	few	12	397	1
3	25	15	P	R	15	12	470	1
4	20	25	P	L	20	12	714	1
2	10	25	V	L	few	12	529	1
8	25	45	P	R	45	12	597	1
1	25	5	P	R	5	12	312	1
2	25	10	P	R	10	12	533	1
4	25	20	V	R	few	12	784	0
5	25	30	P	R	30	12	850	1
3	25	15	V	R	few	12	411	1
7	40	25	V	L	many	12	560	1
1	25	5	V	R	few	12	532	1
3	15	25	P	L	15	12	471	1
7	25	40	P	R	40	12	542	1
1	5	25	P	L	5	12	585	1
8	45	25	P	L	45	12	479	1
8	25	45	V	R	many	12	412	1
5	30	25	P	L	30	12	1223	0
7	40	25	P	L	40	12	740	1
6	35	25	P	L	35	12	692	1
6	25	35	V	R	many	12	822	1
1	5	25	V	L	few	12	404	1
5	30	25	V	L	many	12	582	1
7	25	40	V	R	many	12	395	1
6	25	35	P	R	35	12	846	1
8	45	25	V	L	many	12	460	1
2	10	25	P	L	10	12	476	1
4	20	25	V	L	few	12	395	1
7	40	25	V	L	many	12	617	1
1	25	5	P	R	5	12	420	1
6	35	25	P	L	35	12	654	1
2	25	10	V	R	few	12	354	1
6	25	35	P	R	35	12	543	1
8	25	45	V	R	many	12	487	1
6	25	35	V	R	many	12	443	1
3	15	25	P	L	15	12	566	0
8	25	45	P	R	45	12	430	1
7	25	40	V	R	many	12	533	1
3	25	15	P	R	15	12	733	1
3	25	15	V	R	few	12	944	1
2	25	10	P	R	10	12	398	1
8	45	25	V	L	many	12	390	1
2	10	25	P	L	10	12	447	1
5	25	30	P	R	30	12	2167	1
4	25	20	P	R	20	12	2497	1
5	30	25	P	L	30	12	1103	1
7	25	40	P	R	40	12	846	1
1	5	25	V	L	few	12	416	1
5	30	25	V	L	many	12	688	1
1	5	25	P	L	5	12	376	1
4	20	25	P	L	20	12	1026	0
2	10	25	V	L	few	12	595	1
6	35	25	V	L	many	12	853	1
3	15	25	V	L	few	12	767	1
5	25	30	V	R	many	12	823	1
1	25	5	V	R	few	12	376	1
4	20	25	V	L	few	12	2088	1
4	25	20	V	R	few	12	1294	1
7	40	25	P	L	40	12	807	1
8	45	25	P	L	45	12	514	1
6	35	25	V	L	many	12	698	1
7	25	40	P	R	40	12	448	1
5	25	30	P	R	30	12	1107	0
1	5	25	P	L	5	12	370	1
2	10	25	V	L	few	12	797	1
6	25	35	P	R	35	12	506	1
3	15	25	P	L	15	12	567	1
6	25	35	V	R	many	12	1066	1
4	20	25	V	L	few	12	680	1
1	25	5	V	R	few	12	438	1
4	20	25	P	L	20	12	1421	0
3	25	15	V	R	few	12	759	1
1	25	5	P	R	5	12	411	1
5	30	25	P	L	30	12	1021	1
7	40	25	P	L	40	12	449	1
3	25	15	P	R	15	12	646	1
2	25	10	P	R	10	12	460	1
2	10	25	P	L	10	12	504	1
8	25	45	P	R	45	12	403	1
8	45	25	P	L	45	12	427	1
7	40	25	V	L	many	12	460	1
1	5	25	V	L	few	12	431	1
2	25	10	V	R	few	12	399	1
4	25	20	P	R	20	12	600	1
3	15	25	V	L	few	12	739	1
8	25	45	V	R	many	12	442	1
5	30	25	V	L	many	12	493	1
4	25	20	V	R	few	12	467	1
5	25	30	V	R	many	12	395	1
8	45	25	V	L	many	12	421	1
7	25	40	V	R	many	12	481	1
6	35	25	P	L	35	12	486	1
8	25	45	V	R	many	12	559	1
8	45	25	V	L	many	12	551	1
3	15	25	V	L	few	12	853	1
2	25	10	P	R	10	12	500	1
7	40	25	V	L	many	12	619	0
3	25	15	V	R	few	12	458	1
7	25	40	V	R	many	12	413	1
6	35	25	V	L	many	12	740	1
6	35	25	P	L	35	12	511	1
1	25	5	V	R	few	12	554	0
2	10	25	P	L	10	12	517	1
4	20	25	P	L	20	12	851	1
3	15	25	P	L	15	12	729	1
5	30	25	V	L	many	12	971	1
5	25	30	P	R	30	12	533	1
2	25	10	V	R	few	12	368	1
7	40	25	P	L	40	12	1354	0
6	25	35	P	R	35	12	1029	1
1	25	5	P	R	5	12	305	1
4	25	20	P	R	20	12	1094	1
2	10	25	V	L	few	12	667	1
1	5	25	V	L	few	12	363	1
5	25	30	V	R	many	12	629	1
4	25	20	V	R	few	12	1180	1
3	25	15	P	R	15	12	685	1
8	45	25	P	L	45	12	432	1
5	30	25	P	L	30	12	1113	1
8	25	45	P	R	45	12	453	1
4	20	25	V	L	few	12	959	1
7	25	40	P	R	40	12	612	1
1	5	25	P	L	5	12	589	1
6	25	35	V	R	many	12	998	1
8	25	45	P	R	45	12	486	1
2	10	25	V	L	few	12	467	1
8	45	25	V	L	many	12	639	1
8	45	25	P	L	45	12	397	1
5	25	30	V	R	many	12	438	1
1	5	25	V	L	few	12	470	1
3	15	25	V	L	few	12	324	1
4	20	25	P	L	20	12	682	1
7	40	25	V	L	many	12	551	1
1	5	25	P	L	5	12	906	1
6	25	35	P	R	35	12	554	1
5	30	25	P	L	30	12	532	1
6	25	35	V	R	many	12	910	1
4	25	20	V	R	few	12	669	1
7	25	40	P	R	40	12	879	1
2	25	10	V	R	few	12	422	1
5	30	25	V	L	many	12	515	1
3	25	15	V	R	few	12	335	1
2	25	10	P	R	10	12	386	1
3	25	15	P	R	15	12	389	1
7	25	40	V	R	many	12	531	1
1	25	5	P	R	5	12	374	1
6	35	25	V	L	many	12	484	1
7	40	25	P	L	40	12	457	1
8	25	45	V	R	many	12	360	1
6	35	25	P	L	35	12	543	1
4	25	20	P	R	20	12	770	0
3	15	25	P	L	15	12	900	1
2	10	25	P	L	10	12	677	1
4	20	25	V	L	few	12	1185	0
5	25	30	P	R	30	12	1051	1
1	25	5	V	R	few	12	494	1
