"Subject" "Item" "id" "Trial" "Vagueness" "Selection" "Order" "Quantity" "Instruction" "nchar_instr" "RT" "RT_raw" "RT_log" "RTprev_log" "RTprev_raw" "rt_instr" "response_cat"
"3507" "s26" "26:35:44" "s26:t051" 51 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 40 dots'" 36 1193 1193 7.08422642209792 7.11882624906208 1235 1230 "Expected"
"3508" "s26" "36:45:54" "s26:t052" 52 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 40 dots'" 36 1171 1171 7.06561336359772 7.08422642209792 1193 1598 "Expected"
"3509" "s26" "06:15:24" "s26:t053" 53 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 10 dots'" 40 547 547 6.30444880242198 7.06561336359772 1171 1000 "Expected"
"3510" "s26" "16:25:34" "s26:t054" 54 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 30 dots'" 36 1497 1497 7.31121838441963 6.30444880242198 547 799 "Near"
"3511" "s26" "26:35:44" "s26:t055" 55 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 1129 1129 7.02908756414966 7.31121838441963 1497 1139 "Near"
"3512" "s26" "36:45:54" "s26:t056" 56 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 50 dots'" 45 766 766 6.64118216974059 7.02908756414966 1129 1327 "Expected"
"3513" "s26" "06:15:24" "s26:t057" 57 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 564 564 6.33505425149806 6.64118216974059 766 2138 "Expected"
"3514" "s26" "16:25:34" "s26:t058" 58 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 20 dots'" 44 542 542 6.29526600143965 6.33505425149806 564 1111 "Expected"
"3515" "s26" "26:35:44" "s26:t059" 59 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 30 dots'" 36 998 998 6.90575327631146 6.29526600143965 542 6042 "Near"
"3516" "s26" "36:45:54" "s26:t060" 60 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 50 dots'" 45 855 855 6.75110146893676 6.90575327631146 998 1105 "Expected"
"3517" "s26" "06:15:24" "s26:t061" 61 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 20 dots'" 45 936 936 6.84161547647759 6.75110146893676 855 1985 "Expected"
"3518" "s26" "16:25:34" "s26:t062" 62 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 30 dots'" 45 581 581 6.36475075685191 6.84161547647759 936 5469 "Expected"
"3519" "s26" "26:35:44" "s26:t063" 63 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 30 dots'" 40 815 815 6.70318811324086 6.36475075685191 581 889 "Expected"
"3520" "s26" "36:45:54" "s26:t064" 64 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 36 dots'" 30 1397 1397 7.24208235925696 6.70318811324086 815 537 "Expected"
"3521" "s26" "06:15:24" "s26:t065" 65 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 20 dots'" 36 773 773 6.65027904858742 7.24208235925696 1397 3775 "Expected"
"3522" "s26" "16:25:34" "s26:t066" 66 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 20 dots'" 40 652 652 6.48004456192665 6.65027904858742 773 2081 "Expected"
"3523" "s26" "26:35:44" "s26:t067" 67 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 26 dots'" 30 1002 1002 6.90975328164481 6.48004456192665 652 683 "Expected"
"3524" "s26" "36:45:54" "s26:t068" 68 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 50 dots'" 45 745 745 6.61338421837956 6.90975328164481 1002 1030 "Expected"
"3525" "s26" "06:15:24" "s26:t069" 69 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 20 dots'" 41 759 759 6.63200177739563 6.61338421837956 745 1254 "Expected"
"3526" "s26" "16:25:34" "s26:t070" 70 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 34 dots'" 30 1730 1730 7.45587668749182 6.63200177739563 759 1066 "Far"
"3527" "s26" "26:35:44" "s26:t071" 71 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 26 dots'" 30 1277 1277 7.15226885603254 7.45587668749182 1730 1708 "Expected"
"3528" "s26" "36:45:54" "s26:t072" 72 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 54 dots'" 30 1264 1264 7.1420365747068 7.15226885603254 1277 1054 "Near"
"3529" "s26" "06:15:24" "s26:t073" 73 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 10 dots'" 40 656 656 6.48616078894409 7.1420365747068 1264 1130 "Expected"
"3530" "s26" "16:25:34" "s26:t074" 74 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 34 dots'" 30 1088 1088 6.99209642741589 6.48616078894409 656 1281 "Near"
"3531" "s26" "26:35:44" "s26:t075" 75 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 30 dots'" 40 795 795 6.67834211465433 6.99209642741589 1088 14649 "Expected"
"3532" "s26" "36:45:54" "s26:t076" 76 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 40 dots'" 40 1408 1408 7.24992553671799 6.67834211465433 795 2086 "Expected"
"3533" "s26" "06:15:24" "s26:t077" 77 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 24 dots'" 30 957 957 6.86380339145295 7.24992553671799 1408 1069 "Expected"
"3534" "s26" "16:25:34" "s26:t078" 78 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 20 dots'" 40 632 632 6.44888939414686 6.86380339145295 957 1170 "Expected"
"3535" "s26" "26:35:44" "s26:t079" 79 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 30 dots'" 44 591 591 6.3818160174061 6.44888939414686 632 1104 "Expected"
"3536" "s26" "36:45:54" "s26:t080" 80 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 40 dots'" 44 610 610 6.41345895716736 6.3818160174061 591 842 "Expected"
"3537" "s26" "06:15:24" "s26:t081" 81 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 20 dots'" 36 1221 1221 7.1074254741107 6.41345895716736 610 1252 "Near"
"3538" "s26" "16:25:34" "s26:t082" 82 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 30 dots'" 36 1124 1124 7.02464903045364 7.1074254741107 1221 2106 "Near"
"3539" "s26" "26:35:44" "s26:t083" 83 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 40 dots'" 41 878 878 6.77764659363512 7.02464903045364 1124 986 "Expected"
"3540" "s26" "36:45:54" "s26:t084" 84 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 40 dots'" 36 1177 1177 7.07072410726028 6.77764659363512 878 798 "Expected"
"3541" "s26" "06:15:24" "s26:t085" 85 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 10 dots'" 36 784 784 6.66440902035041 7.07072410726028 1177 2317 "Near"
"3542" "s26" "16:25:34" "s26:t086" 86 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 30 dots'" 45 893 893 6.7945865808765 6.66440902035041 784 3883 "Expected"
"3543" "s26" "26:35:44" "s26:t087" 87 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 40 dots'" 41 708 708 6.56244409369372 6.7945865808765 893 845 "Expected"
"3544" "s26" "36:45:54" "s26:t088" 88 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 54 dots'" 30 1424 1424 7.26122509197192 6.56244409369372 708 698 "Near"
"3545" "s26" "06:15:24" "s26:t089" 89 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 6 dots'" 29 942 942 6.84800527457636 7.26122509197192 1424 1254 "Expected"
"3546" "s26" "16:25:34" "s26:t090" 90 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 30 dots'" 41 695 695 6.54391184556479 6.84800527457636 942 1619 "Expected"
"3547" "s26" "26:35:44" "s26:t091" 91 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 40 dots'" 45 823 823 6.71295620067707 6.54391184556479 695 1078 "Expected"
"3548" "s26" "36:45:54" "s26:t092" 92 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 50 dots'" 41 838 838 6.73101810048208 6.71295620067707 823 687 "Expected"
"3549" "s26" "06:15:24" "s26:t093" 93 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 20 dots'" 45 613 613 6.41836493593621 6.73101810048208 838 952 "Expected"
"3550" "s26" "16:25:34" "s26:t094" 94 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 20 dots'" 44 653 653 6.48157712927643 6.41836493593621 613 662 "Expected"
"3551" "s26" "26:35:44" "s26:t095" 95 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 30 dots'" 36 1031 1031 6.93828448401696 6.48157712927643 653 1254 "Expected"
"3552" "s26" "36:45:54" "s26:t096" 96 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 36 dots'" 30 891 891 6.79234442747081 6.93828448401696 1031 1489 "Expected"
"3553" "s26" "06:15:24" "s26:t097" 97 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 10 dots'" 40 907 907 6.81014245011514 6.79234442747081 891 3034 "Expected"
"3554" "s26" "16:25:34" "s26:t098" 98 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 16 dots'" 30 1284 1284 7.15773548424991 6.81014245011514 907 1233 "Near"
"3555" "s26" "26:35:44" "s26:t099" 99 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 30 dots'" 40 1211 1211 7.09920174355309 7.15773548424991 1284 2909 "Expected"
"3556" "s26" "36:45:54" "s26:t100" 100 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 40 dots'" 36 1346 1346 7.20489251020467 7.09920174355309 1211 1422 "Near"
"3557" "s26" "06:15:24" "s26:t101" 101 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 10 dots'" 44 692 692 6.53958595561767 7.20489251020467 1346 977 "Expected"
"3558" "s26" "16:25:34" "s26:t102" 102 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 20 dots'" 36 1514 1514 7.32251043399739 6.53958595561767 692 2443 "Near"
"3559" "s26" "26:35:44" "s26:t103" 103 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 40 dots'" 36 1330 1330 7.1929342212158 7.32251043399739 1514 3506 "Expected"
"3560" "s26" "36:45:54" "s26:t104" 104 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 50 dots'" 36 1429 1429 7.26473017792987 7.1929342212158 1330 1410 "Near"
"3561" "s26" "06:15:24" "s26:t105" 105 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 6 dots'" 29 1024 1024 6.93147180559945 7.26473017792987 1429 4218 "Expected"
"3562" "s26" "16:25:34" "s26:t106" 106 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 30 dots'" 36 903 903 6.80572255341699 6.93147180559945 1024 1810 "Expected"
"3563" "s26" "26:35:44" "s26:t107" 107 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 44 dots'" 30 941 941 6.84694313958538 6.80572255341699 903 2423 "Expected"
"3564" "s26" "36:45:54" "s26:t108" 108 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 40 dots'" 40 790 790 6.67203294546107 6.84694313958538 941 1418 "Expected"
"3565" "s26" "06:15:24" "s26:t109" 109 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 20 dots'" 45 620 620 6.42971947803914 6.67203294546107 790 993 "Expected"
"3566" "s26" "16:25:34" "s26:t110" 110 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 30 dots'" 41 933 933 6.83840520084734 6.42971947803914 620 1544 "Expected"
"3567" "s26" "26:35:44" "s26:t111" 111 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 1045 1045 6.95177216439891 6.83840520084734 933 806 "Near"
"3568" "s26" "36:45:54" "s26:t112" 112 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 36 dots'" 30 1281 1281 7.15539630189673 6.95177216439891 1045 824 "Expected"
"3569" "s26" "06:15:24" "s26:t113" 113 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 852 852 6.74758652682932 7.15539630189673 1281 2545 "Expected"
"3570" "s26" "16:25:34" "s26:t114" 114 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 16 dots'" 30 1047 1047 6.95368421087054 6.74758652682932 852 590 "Near"
"3571" "s26" "26:35:44" "s26:t115" 115 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 40 dots'" 36 2524 2524 7.8336002236611 6.95368421087054 1047 538 "Near"
"3572" "s26" "36:45:54" "s26:t116" 116 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 40 dots'" 44 921 921 6.82546003625531 7.8336002236611 2524 1264 "Expected"
"3573" "s26" "06:15:24" "s26:t117" 117 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 10 dots'" 44 1301 1301 7.1708884785125 6.82546003625531 921 968 "Expected"
"3574" "s26" "16:25:34" "s26:t118" 118 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 20 dots'" 44 725 725 6.58617165485467 7.1708884785125 1301 1285 "Expected"
"3575" "s26" "26:35:44" "s26:t119" 119 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 44 dots'" 30 1407 1407 7.24921505711439 6.58617165485467 725 1171 "Expected"
"3576" "s26" "36:45:54" "s26:t120" 120 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 50 dots'" 45 915 915 6.81892406527552 7.24921505711439 1407 1764 "Expected"
"3577" "s26" "06:15:24" "s26:t121" 121 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 24 dots'" 30 792 792 6.67456139181443 6.81892406527552 915 907 "Expected"
"3578" "s26" "16:25:34" "s26:t122" 122 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 30 dots'" 45 704 704 6.55677835615804 6.67456139181443 792 714 "Expected"
"3579" "s26" "26:35:44" "s26:t123" 123 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 30 dots'" 44 538 538 6.28785856016178 6.55677835615804 704 791 "Expected"
"3580" "s26" "36:45:54" "s26:t124" 124 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 50 dots'" 41 1215 1215 7.10249935577465 6.28785856016178 538 2350 "Expected"
"3581" "s26" "06:15:24" "s26:t125" 125 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 10 dots'" 36 733 733 6.59714570188665 7.10249935577465 1215 1234 "Near"
"3582" "s26" "16:25:34" "s26:t126" 126 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 20 dots'" 36 1432 1432 7.26682734752059 6.59714570188665 733 1803 "Near"
"3583" "s26" "26:35:44" "s26:t127" 127 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 40 dots'" 45 836 836 6.7286286130847 7.26682734752059 1432 1956 "Expected"
"3584" "s26" "36:45:54" "s26:t128" 128 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 50 dots'" 36 947 947 6.85329909318608 6.7286286130847 836 1182 "Expected"
"3585" "s26" "06:15:24" "s26:t129" 129 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 10 dots'" 44 576 576 6.35610766069589 6.85329909318608 947 6038 "Expected"
"3586" "s26" "16:25:34" "s26:t130" 130 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 20 dots'" 40 1015 1015 6.92264389147589 6.35610766069589 576 3389 "Expected"
"3587" "s26" "26:35:44" "s26:t131" 131 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 30 dots'" 36 1080 1080 6.98471632011827 6.92264389147589 1015 906 "Near"
"3588" "s26" "36:45:54" "s26:t132" 132 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 40 dots'" 36 1421 1421 7.2591161280971 6.98471632011827 1080 1632 "Far"
"3589" "s26" "06:15:24" "s26:t133" 133 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 10 dots'" 40 639 639 6.45990445437753 7.2591161280971 1421 1154 "Far"
"3590" "s26" "16:25:34" "s26:t134" 134 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 30 dots'" 36 773 773 6.65027904858742 6.45990445437753 639 3518 "Expected"
"3591" "s26" "26:35:44" "s26:t135" 135 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 26 dots'" 30 1350 1350 7.20785987143248 6.65027904858742 773 920 "Near"
"3592" "s26" "36:45:54" "s26:t136" 136 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 54 dots'" 30 1448 1448 7.27793857294566 7.20785987143248 1350 1014 "Expected"
"3593" "s26" "06:15:24" "s26:t137" 137 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 663 663 6.49677499018586 7.27793857294566 1448 1204 "Expected"
"3594" "s26" "16:25:34" "s26:t138" 138 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 30 dots'" 41 723 723 6.58340922215876 6.49677499018586 663 966 "Expected"
"3595" "s26" "26:35:44" "s26:t139" 139 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 30 dots'" 44 809 809 6.69579891705849 6.58340922215876 723 1497 "Expected"
"3596" "s26" "36:45:54" "s26:t140" 140 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 50 dots'" 41 714 714 6.57088296233958 6.69579891705849 809 1140 "Expected"
"3597" "s26" "06:15:24" "s26:t141" 141 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 20 dots'" 41 627 627 6.44094654063292 6.57088296233958 714 976 "Expected"
"3598" "s26" "16:25:34" "s26:t142" 142 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 16 dots'" 30 686 686 6.53087762772588 6.44094654063292 627 820 "Near"
"3599" "s26" "26:35:44" "s26:t143" 143 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 30 dots'" 44 719 719 6.57786135772105 6.53087762772588 686 2781 "Expected"
"3600" "s26" "36:45:54" "s26:t144" 144 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 40 dots'" 44 694 694 6.5424719605068 6.57786135772105 719 1726 "Expected"
"3601" "s26" "06:15:24" "s26:t145" 145 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 10 dots'" 36 836 836 6.7286286130847 6.5424719605068 694 1492 "Near"
"3602" "s26" "16:25:34" "s26:t146" 146 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 30 dots'" 36 933 933 6.83840520084734 6.7286286130847 836 918 "Expected"
"3603" "s26" "26:35:44" "s26:t147" 147 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 30 dots'" 40 641 641 6.46302945692067 6.83840520084734 933 954 "Expected"
"3604" "s26" "36:45:54" "s26:t148" 148 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 54 dots'" 30 863 863 6.76041469108343 6.46302945692067 641 881 "Expected"
"3605" "s26" "06:15:24" "s26:t149" 149 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 10 dots'" 44 604 604 6.40357419793482 6.76041469108343 863 2040 "Expected"
"3606" "s26" "16:25:34" "s26:t150" 150 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 20 dots'" 36 1028 1028 6.93537044601511 6.40357419793482 604 711 "Near"
"3607" "s26" "26:35:44" "s26:t151" 151 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 44 dots'" 30 1530 1530 7.33302301438648 6.93537044601511 1028 983 "Near"
"3608" "s26" "36:45:54" "s26:t152" 152 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 50 dots'" 45 662 662 6.49526555593701 7.33302301438648 1530 2075 "Expected"
"3609" "s26" "06:15:24" "s26:t153" 153 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 20 dots'" 36 691 691 6.53813982376767 6.49526555593701 662 766 "Expected"
"3610" "s26" "16:25:34" "s26:t154" 154 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 30 dots'" 45 807 807 6.69332366826995 6.53813982376767 691 1088 "Expected"
"3611" "s26" "26:35:44" "s26:t155" 155 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 40 dots'" 45 1038 1038 6.94505106372583 6.69332366826995 807 1818 "Expected"
"3612" "s26" "36:45:54" "s26:t156" 156 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 50 dots'" 45 803 803 6.68835471394676 6.94505106372583 1038 800 "Expected"
"3613" "s26" "06:15:24" "s26:t157" 157 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 20 dots'" 45 861 861 6.75809450442773 6.68835471394676 803 1310 "Expected"
"3614" "s26" "16:25:34" "s26:t158" 158 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 16 dots'" 30 616 616 6.42324696353352 6.75809450442773 861 1030 "Near"
"3615" "s26" "26:35:44" "s26:t159" 159 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 40 dots'" 45 2383 2383 7.77611547709874 6.42324696353352 616 1145 "Expected"
"3616" "s26" "36:45:54" "s26:t160" 160 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 36 dots'" 30 1502 1502 7.31455283232408 7.77611547709874 2383 2905 "Near"
"3617" "s26" "06:15:24" "s26:t161" 161 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 6 dots'" 29 601 601 6.39859493453521 7.31455283232408 1502 1223 "Expected"
"3618" "s26" "16:25:34" "s26:t162" 162 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 30 dots'" 41 522 522 6.25766758788264 6.39859493453521 601 1780 "Expected"
"3619" "s26" "26:35:44" "s26:t163" 163 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 30 dots'" 40 707 707 6.56103066589657 6.25766758788264 522 1216 "Expected"
"3620" "s26" "36:45:54" "s26:t164" 164 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 50 dots'" 36 787 787 6.6682282484174 6.56103066589657 707 1226 "Expected"
"3621" "s26" "06:15:24" "s26:t165" 165 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 10 dots'" 40 523 523 6.25958146406492 6.6682282484174 787 1158 "Expected"
"3622" "s26" "16:25:34" "s26:t166" 166 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 20 dots'" 44 657 657 6.48768401848461 6.25958146406492 523 1273 "Expected"
"3623" "s26" "26:35:44" "s26:t167" 167 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 44 dots'" 30 922 922 6.82654522355659 6.48768401848461 657 1937 "Expected"
"3624" "s26" "36:45:54" "s26:t168" 168 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 40 dots'" 40 528 528 6.26909628370626 6.82654522355659 922 1986 "Expected"
"3625" "s26" "06:15:24" "s26:t169" 169 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 24 dots'" 30 901 901 6.80350525760834 6.26909628370626 528 838 "Expected"
"3626" "s26" "16:25:34" "s26:t170" 170 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 34 dots'" 30 1373 1373 7.22475340576797 6.80350525760834 901 852 "Near"
"3627" "s26" "26:35:44" "s26:t171" 171 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 40 dots'" 36 2098 2098 7.64873978895624 7.22475340576797 1373 1314 "Near"
"3628" "s26" "36:45:54" "s26:t172" 172 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 50 dots'" 41 938 938 6.84374994900622 7.64873978895624 2098 1438 "Expected"
"3629" "s26" "06:15:24" "s26:t173" 173 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 6 dots'" 29 667 667 6.50279004591562 6.84374994900622 938 1399 "Expected"
"3630" "s26" "16:25:34" "s26:t174" 174 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 20 dots'" 44 726 726 6.5875500148248 6.50279004591562 667 2066 "Expected"
"3631" "s26" "26:35:44" "s26:t175" 175 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 26 dots'" 30 2016 2016 7.60887062919126 6.5875500148248 726 1820 "Near"
"3632" "s26" "36:45:54" "s26:t176" 176 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 40 dots'" 36 1392 1392 7.23849684089437 7.60887062919126 2016 1046 "Far"
"3633" "s26" "06:15:24" "s26:t177" 177 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 20 dots'" 36 1058 1058 6.96413561241824 7.23849684089437 1392 2054 "Expected"
"3634" "s26" "16:25:34" "s26:t178" 178 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 20 dots'" 36 1575 1575 7.36201055125973 6.96413561241824 1058 1370 "Far"
"3635" "s26" "26:35:44" "s26:t179" 179 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 40 dots'" 41 1124 1124 7.02464903045364 7.36201055125973 1575 3134 "Expected"
"3636" "s26" "36:45:54" "s26:t180" 180 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 36 dots'" 30 1186 1186 7.07834157955767 7.02464903045364 1124 858 "Near"
"3637" "s26" "06:15:24" "s26:t181" 181 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 24 dots'" 30 862 862 6.75925527066369 7.07834157955767 1186 2639 "Expected"
"3638" "s26" "16:25:34" "s26:t182" 182 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 20 dots'" 40 615 615 6.42162226780652 6.75925527066369 862 1487 "Expected"
"3639" "s26" "26:35:44" "s26:t183" 183 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 1293 1293 7.16472037877186 6.42162226780652 615 1634 "Near"
"3640" "s26" "36:45:54" "s26:t184" 184 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 50 dots'" 36 2007 2007 7.60439634879634 7.16472037877186 1293 1461 "Expected"
"3641" "s26" "06:15:24" "s26:t185" 185 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 10 dots'" 36 1323 1323 7.18765716411496 7.60439634879634 2007 1383 "Near"
"3642" "s26" "16:25:34" "s26:t186" 186 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 34 dots'" 30 1017 1017 6.92461239604856 7.18765716411496 1323 1571 "Expected"
"3643" "s26" "26:35:44" "s26:t187" 187 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 40 dots'" 36 1818 1818 7.50549227473742 6.92461239604856 1017 1781 "Expected"
"3644" "s26" "36:45:54" "s26:t188" 188 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 40 dots'" 44 1179 1179 7.07242190053737 7.50549227473742 1818 1207 "Expected"
"3645" "s26" "06:15:24" "s26:t189" 189 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 20 dots'" 45 542 542 6.29526600143965 7.07242190053737 1179 2448 "Expected"
"3646" "s26" "16:25:34" "s26:t190" 190 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 30 dots'" 45 629 629 6.44413125670044 6.29526600143965 542 770 "Expected"
"3647" "s26" "26:35:44" "s26:t191" 191 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 40 dots'" 41 517 517 6.24804287450843 6.44413125670044 629 2638 "Expected"
"3648" "s26" "36:45:54" "s26:t192" 192 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 40 dots'" 40 776 776 6.65415252018322 6.24804287450843 517 922 "Expected"
