"Subject" "Item" "id" "Trial" "Vagueness" "Selection" "Order" "Quantity" "Instruction" "nchar_instr" "RT" "RT_raw" "RT_log" "RTprev_log" "RTprev_raw" "rt_instr" "response_cat"
"2188" "s02" "36:45:54" "s02:t076" 76 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 50 dots'" 45 1952 1952 7.57660976697304 8.06934236681164 3195 1262 "Expected"
"2189" "s02" "06:15:24" "s02:t077" 77 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 10 dots'" 40 2232 2232 7.7106533235012 7.57660976697304 1952 856 "Near"
"2190" "s02" "16:25:34" "s02:t078" 78 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 30 dots'" 45 1192 1192 7.0833878476253 7.7106533235012 2232 1063 "Expected"
"2191" "s02" "26:35:44" "s02:t079" 79 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 40 dots'" 41 2731 2731 7.91242312147371 7.0833878476253 1192 876 "Near"
"2192" "s02" "36:45:54" "s02:t080" 80 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 40 dots'" 36 2698 2698 7.9002660367677 7.91242312147371 2731 1025 "Near"
"2193" "s02" "06:15:24" "s02:t081" 81 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 10 dots'" 44 927 927 6.83195356556585 7.9002660367677 2698 1112 "Expected"
"2194" "s02" "16:25:34" "s02:t082" 82 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 16 dots'" 30 2364 2364 7.76811037852599 6.83195356556585 927 670 "Expected"
"2195" "s02" "26:35:44" "s02:t083" 83 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 30 dots'" 36 6399 6399 8.76389700713946 7.76811037852599 2364 814 "Near"
"2196" "s02" "36:45:54" "s02:t084" 84 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 40 dots'" 40 2160 2160 7.67786350067821 8.76389700713946 6399 783 "Expected"
"2197" "s02" "06:15:24" "s02:t085" 85 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 10 dots'" 36 3587 3587 8.18507147753228 7.67786350067821 2160 826 "Expected"
"2198" "s02" "16:25:34" "s02:t086" 86 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 30 dots'" 41 4206 4206 8.34426735626264 8.18507147753228 3587 920 "Expected"
"2199" "s02" "26:35:44" "s02:t087" 87 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 30 dots'" 44 863 863 6.76041469108343 8.34426735626264 4206 1045 "Expected"
"2200" "s02" "36:45:54" "s02:t088" 88 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 54 dots'" 30 1474 1474 7.29573507274928 6.76041469108343 863 974 "Expected"
"2201" "s02" "06:15:24" "s02:t089" 89 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 10 dots'" 36 2504 2504 7.82564473221999 7.29573507274928 1474 981 "Expected"
"2202" "s02" "16:25:34" "s02:t090" 90 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 34 dots'" 30 3339 3339 8.11342663994365 7.82564473221999 2504 901 "Near"
"2203" "s02" "26:35:44" "s02:t091" 91 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 40 dots'" 45 1889 1889 7.54380286750151 8.11342663994365 3339 1114 "Expected"
"2204" "s02" "36:45:54" "s02:t092" 92 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 50 dots'" 41 1596 1596 7.37525577800975 7.54380286750151 1889 1300 "Expected"
"2205" "s02" "06:15:24" "s02:t093" 93 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 20 dots'" 41 868 868 6.76619171466035 7.37525577800975 1596 1242 "Expected"
"2206" "s02" "16:25:34" "s02:t094" 94 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 30 dots'" 36 2655 2655 7.88419993367604 6.76619171466035 868 876 "Near"
"2207" "s02" "26:35:44" "s02:t095" 95 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 26 dots'" 30 1886 1886 7.5422134631934 7.88419993367604 2655 579 "Expected"
"2208" "s02" "36:45:54" "s02:t096" 96 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 54 dots'" 30 1122 1122 7.02286808608264 7.5422134631934 1886 808 "Expected"
"2209" "s02" "06:15:24" "s02:t097" 97 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 10 dots'" 44 1891 1891 7.54486106865846 7.02286808608264 1122 2344 "Expected"
"2210" "s02" "16:25:34" "s02:t098" 98 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 30 dots'" 45 1311 1311 7.1785454837637 7.54486106865846 1891 853 "Expected"
"2211" "s02" "26:35:44" "s02:t099" 99 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 30 dots'" 44 1225 1225 7.11069612297883 7.1785454837637 1311 1023 "Expected"
"2212" "s02" "36:45:54" "s02:t100" 100 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 50 dots'" 36 928 928 6.8330317327862 7.11069612297883 1225 980 "Expected"
"2213" "s02" "06:15:24" "s02:t101" 101 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 20 dots'" 36 2030 2030 7.61579107203583 6.8330317327862 928 886 "Near"
"2214" "s02" "16:25:34" "s02:t102" 102 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 34 dots'" 30 3325 3325 8.10922495308995 7.61579107203583 2030 1291 "Near"
"2215" "s02" "26:35:44" "s02:t103" 103 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 1943 1943 7.57198844937744 8.10922495308995 3325 979 "Expected"
"2216" "s02" "36:45:54" "s02:t104" 104 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 50 dots'" 45 1213 1213 7.10085190894405 7.57198844937744 1943 1352 "Expected"
"2217" "s02" "06:15:24" "s02:t105" 105 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 20 dots'" 45 744 744 6.61204103483309 7.10085190894405 1213 937 "Expected"
"2218" "s02" "16:25:34" "s02:t106" 106 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 20 dots'" 44 1264 1264 7.1420365747068 6.61204103483309 744 1371 "Expected"
"2219" "s02" "26:35:44" "s02:t107" 107 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 40 dots'" 41 1854 1854 7.5251007461258 7.1420365747068 1264 1187 "Expected"
"2220" "s02" "36:45:54" "s02:t108" 108 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 40 dots'" 44 1290 1290 7.16239749735572 7.5251007461258 1854 1106 "Expected"
"2221" "s02" "06:15:24" "s02:t109" 109 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 6 dots'" 29 770 770 6.64639051484773 7.16239749735572 1290 882 "Expected"
"2222" "s02" "16:25:34" "s02:t110" 110 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 20 dots'" 36 4428 4428 8.39570329382853 6.64639051484773 770 893 "Expected"
"2223" "s02" "26:35:44" "s02:t111" 111 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 40 dots'" 36 2693 2693 7.8984110928116 8.39570329382853 4428 836 "Expected"
"2224" "s02" "36:45:54" "s02:t112" 112 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 50 dots'" 41 1036 1036 6.94312242281943 7.8984110928116 2693 1251 "Expected"
"2225" "s02" "06:15:24" "s02:t113" 113 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 1996 1996 7.59890045687141 6.94312242281943 1036 1574 "Expected"
"2226" "s02" "16:25:34" "s02:t114" 114 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 30 dots'" 41 2043 2043 7.62217459481762 7.59890045687141 1996 876 "Near"
"2227" "s02" "26:35:44" "s02:t115" 115 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 30 dots'" 40 977 977 6.88448665204278 7.62217459481762 2043 849 "Expected"
"2228" "s02" "36:45:54" "s02:t116" 116 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 40 dots'" 40 1360 1360 7.2152399787301 6.88448665204278 977 1006 "Expected"
"2229" "s02" "06:15:24" "s02:t117" 117 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 6 dots'" 29 765 765 6.63987583382654 7.2152399787301 1360 1126 "Expected"
"2230" "s02" "16:25:34" "s02:t118" 118 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 20 dots'" 44 760 760 6.63331843328038 6.63987583382654 765 1313 "Expected"
"2231" "s02" "26:35:44" "s02:t119" 119 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 44 dots'" 30 2947 2947 7.98854298273769 6.63331843328038 760 893 "Expected"
"2232" "s02" "36:45:54" "s02:t120" 120 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 36 dots'" 30 2844 2844 7.95296679092313 7.98854298273769 2947 728 "Near"
"2233" "s02" "06:15:24" "s02:t121" 121 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 20 dots'" 36 1404 1404 7.24708058458576 7.95296679092313 2844 669 "Near"
"2234" "s02" "16:25:34" "s02:t122" 122 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 20 dots'" 36 3111 3111 8.04269949689764 7.24708058458576 1404 937 "Expected"
"2235" "s02" "26:35:44" "s02:t123" 123 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 40 dots'" 36 2347 2347 7.76089319585102 8.04269949689764 3111 677 "Near"
"2236" "s02" "36:45:54" "s02:t124" 124 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 36 dots'" 30 2774 2774 7.92804560087478 7.76089319585102 2347 653 "Expected"
"2237" "s02" "06:15:24" "s02:t125" 125 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 20 dots'" 45 1715 1715 7.44716835960004 7.92804560087478 2774 800 "Expected"
"2238" "s02" "16:25:34" "s02:t126" 126 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 20 dots'" 40 2226 2226 7.70796153183549 7.44716835960004 1715 1149 "Expected"
"2239" "s02" "26:35:44" "s02:t127" 127 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 40 dots'" 45 1502 1502 7.31455283232408 7.70796153183549 2226 705 "Expected"
"2240" "s02" "36:45:54" "s02:t128" 128 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 40 dots'" 44 2478 2478 7.81520706218909 7.31455283232408 1502 944 "Expected"
"2241" "s02" "06:15:24" "s02:t129" 129 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 638 638 6.45833828334479 7.81520706218909 2478 2214 "Expected"
"2242" "s02" "16:25:34" "s02:t130" 130 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 30 dots'" 41 944 944 6.8501261661455 6.45833828334479 638 1463 "Expected"
"2243" "s02" "26:35:44" "s02:t131" 131 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 30 dots'" 40 946 946 6.85224256905188 6.8501261661455 944 1382 "Expected"
"2244" "s02" "36:45:54" "s02:t132" 132 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 50 dots'" 36 932 932 6.83733281468559 6.85224256905188 946 1192 "Expected"
"2245" "s02" "06:15:24" "s02:t133" 133 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 10 dots'" 36 1844 1844 7.51969240411654 6.83733281468559 932 793 "Expected"
"2246" "s02" "16:25:34" "s02:t134" 134 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 20 dots'" 40 820 820 6.7093043402583 7.51969240411654 1844 1010 "Expected"
"2247" "s02" "26:35:44" "s02:t135" 135 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 40 dots'" 45 1281 1281 7.15539630189673 6.7093043402583 820 1015 "Expected"
"2248" "s02" "36:45:54" "s02:t136" 136 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 40 dots'" 36 3216 3216 8.07589363029886 7.15539630189673 1281 923 "Near"
"2249" "s02" "06:15:24" "s02:t137" 137 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 10 dots'" 36 1241 1241 7.12367278520461 8.07589363029886 3216 675 "Expected"
"2250" "s02" "16:25:34" "s02:t138" 138 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 30 dots'" 36 1821 1821 7.50714107972761 7.12367278520461 1241 836 "Expected"
"2251" "s02" "26:35:44" "s02:t139" 139 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 40 dots'" 41 864 864 6.76157276880406 7.50714107972761 1821 939 "Expected"
"2252" "s02" "36:45:54" "s02:t140" 140 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 54 dots'" 30 856 856 6.75227037614174 6.76157276880406 864 887 "Expected"
"2253" "s02" "06:15:24" "s02:t141" 141 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 24 dots'" 30 5912 5912 8.68473946262804 6.75227037614174 856 873 "Expected"
"2254" "s02" "16:25:34" "s02:t142" 142 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 30 dots'" 45 1591 1591 7.37211802833779 8.68473946262804 5912 888 "Expected"
"2255" "s02" "26:35:44" "s02:t143" 143 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 30 dots'" 36 4175 4175 8.33686963728496 7.37211802833779 1591 788 "Near"
"2256" "s02" "36:45:54" "s02:t144" 144 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 54 dots'" 30 1384 1384 7.23273313617761 8.33686963728496 4175 807 "Expected"
"2257" "s02" "06:15:24" "s02:t145" 145 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 10 dots'" 40 2197 2197 7.69484807238461 7.23273313617761 1384 894 "Expected"
"2258" "s02" "16:25:34" "s02:t146" 146 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 30 dots'" 45 1250 1250 7.13089883029635 7.69484807238461 2197 925 "Expected"
"2259" "s02" "26:35:44" "s02:t147" 147 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 30 dots'" 44 769 769 6.64509096950564 7.13089883029635 1250 973 "Expected"
"2260" "s02" "36:45:54" "s02:t148" 148 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 40 dots'" 44 897 897 6.7990558620588 6.64509096950564 769 981 "Expected"
"2261" "s02" "06:15:24" "s02:t149" 149 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 10 dots'" 40 769 769 6.64509096950564 6.7990558620588 897 1048 "Expected"
"2262" "s02" "16:25:34" "s02:t150" 150 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 20 dots'" 36 2636 2636 7.8770178956224 6.64509096950564 769 910 "Near"
"2263" "s02" "26:35:44" "s02:t151" 151 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 26 dots'" 30 1495 1495 7.30988148582479 7.8770178956224 2636 979 "Expected"
"2264" "s02" "36:45:54" "s02:t152" 152 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 50 dots'" 41 1979 1979 7.59034694560257 7.30988148582479 1495 1016 "Near"
"2265" "s02" "06:15:24" "s02:t153" 153 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 20 dots'" 36 1601 1601 7.37838371299671 7.59034694560257 1979 707 "Near"
"2266" "s02" "16:25:34" "s02:t154" 154 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 30 dots'" 41 1845 1845 7.52023455647463 7.37838371299671 1601 662 "Expected"
"2267" "s02" "26:35:44" "s02:t155" 155 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 40 dots'" 36 2384 2384 7.77653502818524 7.52023455647463 1845 714 "Expected"
"2268" "s02" "36:45:54" "s02:t156" 156 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 50 dots'" 41 1137 1137 7.03614849375054 7.77653502818524 2384 1056 "Expected"
"2269" "s02" "06:15:24" "s02:t157" 157 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 20 dots'" 45 1152 1152 7.04925484125584 7.03614849375054 1137 848 "Expected"
"2270" "s02" "16:25:34" "s02:t158" 158 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 34 dots'" 30 2319 2319 7.74889133725553 7.04925484125584 1152 622 "Expected"
"2271" "s02" "26:35:44" "s02:t159" 159 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 2485 2485 7.81802793853073 7.74889133725553 2319 586 "Far"
"2272" "s02" "36:45:54" "s02:t160" 160 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 40 dots'" 40 1561 1561 7.35308192051543 7.81802793853073 2485 883 "Expected"
"2273" "s02" "06:15:24" "s02:t161" 161 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 10 dots'" 44 1641 1641 7.40306109109009 7.35308192051543 1561 1279 "Expected"
"2274" "s02" "16:25:34" "s02:t162" 162 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 34 dots'" 30 1724 1724 7.45240245122364 7.40306109109009 1641 1317 "Expected"
"2275" "s02" "26:35:44" "s02:t163" 163 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 40 dots'" 45 2286 2286 7.73455884435476 7.45240245122364 1724 886 "Expected"
"2276" "s02" "36:45:54" "s02:t164" 164 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 40 dots'" 36 3369 3369 8.12237124340655 7.73455884435476 2286 841 "Far"
"2277" "s02" "06:15:24" "s02:t165" 165 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 6 dots'" 29 805 805 6.69084227741856 8.12237124340655 3369 678 "Expected"
"2278" "s02" "16:25:34" "s02:t166" 166 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 20 dots'" 36 1542 1542 7.34083555412327 6.69084227741856 805 896 "Expected"
"2279" "s02" "26:35:44" "s02:t167" 167 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 44 dots'" 30 5324 5324 8.579980179515 7.34083555412327 1542 694 "Expected"
"2280" "s02" "36:45:54" "s02:t168" 168 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 40 dots'" 44 1795 1795 7.49276030092238 8.579980179515 5324 826 "Expected"
"2281" "s02" "06:15:24" "s02:t169" 169 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 20 dots'" 41 1822 1822 7.5076900778199 7.49276030092238 1795 723 "Expected"
"2282" "s02" "16:25:34" "s02:t170" 170 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 16 dots'" 30 1929 1929 7.56475701290573 7.5076900778199 1822 956 "Expected"
"2283" "s02" "26:35:44" "s02:t171" 171 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 30 dots'" 40 1260 1260 7.13886699994552 7.56475701290573 1929 1235 "Expected"
"2284" "s02" "36:45:54" "s02:t172" 172 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 50 dots'" 36 622 622 6.43294009273918 7.13886699994552 1260 862 "Expected"
"2285" "s02" "06:15:24" "s02:t173" 173 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 6 dots'" 29 646 646 6.4707995037826 6.43294009273918 622 671 "Expected"
"2286" "s02" "16:25:34" "s02:t174" 174 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 20 dots'" 44 2024 2024 7.61283103040736 6.4707995037826 646 599 "Expected"
"2287" "s02" "26:35:44" "s02:t175" 175 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 40 dots'" 41 1246 1246 7.1276936993474 7.61283103040736 2024 671 "Expected"
"2288" "s02" "36:45:54" "s02:t176" 176 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 36 dots'" 30 2051 2051 7.62608275807238 7.1276936993474 1246 585 "Expected"
"2289" "s02" "06:15:24" "s02:t177" 177 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 20 dots'" 45 685 685 6.52941883826223 7.62608275807238 2051 680 "Expected"
"2290" "s02" "16:25:34" "s02:t178" 178 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 20 dots'" 44 978 978 6.88550967003482 6.52941883826223 685 916 "Expected"
"2291" "s02" "26:35:44" "s02:t179" 179 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 44 dots'" 30 2852 2852 7.95577578153419 6.88550967003482 978 726 "Expected"
"2292" "s02" "36:45:54" "s02:t180" 180 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 50 dots'" 45 1068 1068 6.97354301952014 7.95577578153419 2852 835 "Expected"
"2293" "s02" "06:15:24" "s02:t181" 181 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 10 dots'" 44 1662 1662 7.41577697541539 6.97354301952014 1068 1037 "Expected"
"2294" "s02" "16:25:34" "s02:t182" 182 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 30 dots'" 36 2063 2063 7.63191651307125 7.41577697541539 1662 754 "Expected"
"2295" "s02" "26:35:44" "s02:t183" 183 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 30 dots'" 44 1229 1229 7.11395610956603 7.63191651307125 2063 643 "Expected"
"2296" "s02" "36:45:54" "s02:t184" 184 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 40 dots'" 40 1697 1697 7.43661726523423 7.11395610956603 1229 758 "Expected"
"2297" "s02" "06:15:24" "s02:t185" 185 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 20 dots'" 36 1421 1421 7.2591161280971 7.43661726523423 1697 830 "Near"
"2298" "s02" "16:25:34" "s02:t186" 186 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 20 dots'" 40 895 895 6.79682371827486 7.2591161280971 1421 729 "Expected"
"2299" "s02" "26:35:44" "s02:t187" 187 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 26 dots'" 30 1851 1851 7.5234813125735 6.79682371827486 895 725 "Expected"
"2300" "s02" "36:45:54" "s02:t188" 188 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 36 dots'" 30 1735 1735 7.45876269238096 7.5234813125735 1851 640 "Expected"
"2301" "s02" "06:15:24" "s02:t189" 189 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 24 dots'" 30 1541 1541 7.34018683532012 7.45876269238096 1735 495 "Expected"
"2302" "s02" "16:25:34" "s02:t190" 190 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 16 dots'" 30 1764 1764 7.47533923656674 7.34018683532012 1541 669 "Expected"
"2303" "s02" "26:35:44" "s02:t191" 191 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 40 dots'" 36 1832 1832 7.51316354523408 7.47533923656674 1764 740 "Expected"
"2304" "s02" "36:45:54" "s02:t192" 192 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 50 dots'" 45 1272 1272 7.14834574390007 7.51316354523408 1832 766 "Expected"
"2305" "s20" "06:15:24" "s20:t001" 1 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 2463 2463 7.80913539812054 7.14834574390007 1272 4133 "Expected"
"2306" "s20" "16:25:34" "s20:t002" 2 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 34 dots'" 30 1287 1287 7.16006920759613 7.80913539812054 2463 1460 "Expected"
"2307" "s20" "26:35:44" "s20:t003" 3 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 30 dots'" 44 3469 3469 8.15162164696975 7.16006920759613 1287 720 "Near"
"2308" "s20" "36:45:54" "s20:t004" 4 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 40 dots'" 40 952 952 6.85856503479136 8.15162164696975 3469 1455 "Expected"
"2309" "s20" "06:15:24" "s20:t005" 5 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 20 dots'" 36 2071 2071 7.63578686139558 6.85856503479136 952 598 "Expected"
"2310" "s20" "16:25:34" "s20:t006" 6 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 30 dots'" 45 1400 1400 7.24422751560335 7.63578686139558 2071 1613 "Expected"
"2311" "s20" "26:35:44" "s20:t007" 7 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 40 dots'" 41 2388 2388 7.77821147451249 7.24422751560335 1400 13 "Expected"
"2312" "s20" "36:45:54" "s20:t008" 8 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 36 dots'" 30 3221 3221 8.0774471493312 7.77821147451249 2388 1 "Near"
"2313" "s20" "06:15:24" "s20:t009" 9 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 6 dots'" 29 1229 1229 7.11395610956603 8.0774471493312 3221 719 "Expected"
"2314" "s20" "16:25:34" "s20:t010" 10 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 30 dots'" 36 2611 2611 7.86748856869913 7.11395610956603 1229 193 "Expected"
"2315" "s20" "26:35:44" "s20:t011" 11 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 1927 1927 7.56371966841437 7.86748856869913 2611 465 "Far"
"2316" "s20" "36:45:54" "s20:t012" 12 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 50 dots'" 45 3480 3480 8.15478757276852 7.56371966841437 1927 243 "Expected"
"2317" "s20" "06:15:24" "s20:t013" 13 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 10 dots'" 36 1875 1875 7.53636393840451 8.15478757276852 3480 368 "Near"
"2318" "s20" "16:25:34" "s20:t014" 14 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 34 dots'" 30 3492 3492 8.15822991695949 7.53636393840451 1875 254 "Expected"
"2319" "s20" "26:35:44" "s20:t015" 15 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 40 dots'" 36 1869 1869 7.53315880745556 8.15822991695949 3492 877 "Expected"
"2320" "s20" "36:45:54" "s20:t016" 16 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 40 dots'" 44 2952 2952 7.99023818572036 7.53315880745556 1869 1065 "Expected"
"2321" "s20" "06:15:24" "s20:t017" 17 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 6 dots'" 29 2068 2068 7.63433723562832 7.99023818572036 2952 869 "Expected"
"2322" "s20" "16:25:34" "s20:t018" 18 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 16 dots'" 30 1167 1167 7.06219163228656 7.63433723562832 2068 672 "Expected"
"2323" "s20" "26:35:44" "s20:t019" 19 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 30 dots'" 40 2441 2441 7.80016307039296 7.06219163228656 1167 741 "Expected"
"2324" "s20" "36:45:54" "s20:t020" 20 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 40 dots'" 36 2554 2554 7.84541603659248 7.80016307039296 2441 793 "Far"
"2325" "s20" "06:15:24" "s20:t021" 21 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 10 dots'" 44 2388 2388 7.77821147451249 7.84541603659248 2554 877 "Expected"
"2326" "s20" "16:25:34" "s20:t022" 22 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 30 dots'" 41 3971 3971 8.28677323113125 7.77821147451249 2388 717 "Expected"
"2327" "s20" "26:35:44" "s20:t023" 23 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 40 dots'" 36 1180 1180 7.07326971745971 8.28677323113125 3971 1033 "Expected"
"2328" "s20" "36:45:54" "s20:t024" 24 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 50 dots'" 36 734 734 6.59850902861452 7.07326971745971 1180 905 "Expected"
