Sub	Trl	Itm	Cnd	Ord	Qty	Prm	Lft	Mid	Rgt	key	rt	Ins
4	101	1	3	1	1	20	6	15	24	L	613	Choose a square with far fewer dots than the target
4	102	2	2	1	1	16	16	25	34	L	780	Choose a square with the same number of dots as the target
4	103	3	3	2	2	30	44	35	26	L	1025	Choose a square with far more dots than the target
4	104	4	2	1	2	54	36	45	54	R	856	Choose a square with the same number of dots as the target
4	105	1	4	1	2	10	6	15	24	R	876	Choose a square with more dots than the target
4	106	2	4	2	2	20	34	25	16	M	1024	Choose a square with more dots than the target
4	107	3	1	2	2	40	44	35	26	M	1393	Choose a square with about the same number of dots as the target
4	108	4	2	1	1	36	36	45	54	L	1179	Choose a square with the same number of dots as the target
4	109	1	1	2	2	20	24	15	6	M	1786	Choose a square with about the same number of dots as the target
4	110	2	4	1	1	30	16	25	34	L	657	Choose a square with fewer dots than the target
4	111	3	2	2	1	26	44	35	26	R	868	Choose a square with the same number of dots as the target
4	112	4	1	1	2	50	36	45	54	M	1346	Choose a square with about the same number of dots as the target
4	113	1	2	2	2	24	24	15	6	L	1029	Choose a square with the same number of dots as the target
4	114	2	2	1	2	34	16	25	34	R	1771	Choose a square with the same number of dots as the target
4	115	3	3	1	1	40	26	35	44	L	1365	Choose a square with far fewer dots than the target
4	116	4	3	1	1	50	36	45	54	L	1947	Choose a square with far fewer dots than the target
4	117	1	2	2	1	6	24	15	6	R	622	Choose a square with the same number of dots as the target
4	118	2	1	1	2	30	16	25	34	M	1304	Choose a square with about the same number of dots as the target
4	119	3	2	1	1	26	26	35	44	L	1007	Choose a square with the same number of dots as the target
4	120	4	1	1	1	40	36	45	54	L	941	Choose a square with about the same number of dots as the target
4	121	1	1	1	2	20	6	15	24	M	1335	Choose a square with about the same number of dots as the target
4	122	2	1	2	1	20	34	25	16	R	993	Choose a square with about the same number of dots as the target
4	123	3	2	2	2	44	44	35	26	M	1132	Choose a square with the same number of dots as the target
4	124	4	1	2	1	40	54	45	36	R	981	Choose a square with about the same number of dots as the target
4	125	1	4	2	1	20	24	15	6	M	1654	Choose a square with fewer dots than the target
4	126	2	3	1	1	30	16	25	34	L	968	Choose a square with far fewer dots than the target
4	127	3	4	1	2	30	26	35	44	M	1125	Choose a square with more dots than the target
4	128	4	3	2	1	50	54	45	36	R	928	Choose a square with far fewer dots than the target
4	129	1	3	1	2	10	6	15	24	R	1105	Choose a square with far more dots than the target
4	130	2	2	2	2	34	34	25	16	R	1094	Choose a square with the same number of dots as the target
4	131	3	4	1	1	40	26	35	44	L	921	Choose a square with fewer dots than the target
4	132	4	2	2	2	54	54	45	36	L	1393	Choose a square with the same number of dots as the target
4	133	1	3	2	1	20	24	15	6	R	871	Choose a square with far fewer dots than the target
4	134	2	3	2	2	20	34	25	16	R	1285	Choose a square with far more dots than the target
4	135	3	1	1	2	40	26	35	44	M	1689	Choose a square with about the same number of dots as the target
4	136	4	4	2	2	40	54	45	36	L	1754	Choose a square with more dots than the target
4	137	1	1	1	1	10	6	15	24	M	1091	Choose a square with about the same number of dots as the target
4	138	2	2	2	1	16	34	25	16	R	1225	Choose a square with the same number of dots as the target
4	139	3	1	1	1	30	26	35	44	L	1355	Choose a square with about the same number of dots as the target
4	140	4	4	2	1	50	54	45	36	R	1454	Choose a square with fewer dots than the target
4	141	1	2	1	1	6	6	15	24	L	890	Choose a square with the same number of dots as the target
4	142	2	4	2	1	30	34	25	16	R	817	Choose a square with fewer dots than the target
4	143	3	1	2	1	30	44	35	26	R	3069	Choose a square with about the same number of dots as the target
