Sub	Trl	Itm	Cnd	Ord	Qty	Prm	Lft	Mid	Rgt	key	rt	Ins
38	101	1	2	2	1	6	24	15	6	R	1607	Choose a square with the same number of dots as the target
38	102	2	1	2	1	20	34	25	16	R	1512	Choose a square with about the same number of dots as the target
38	103	3	4	2	2	30	44	35	26	L	2212	Choose a square with more dots than the target
38	104	4	4	1	1	50	36	45	54	L	1052	Choose a square with fewer dots than the target
38	105	1	1	2	2	20	24	15	6	L	3583	Choose a square with about the same number of dots as the target
38	106	2	1	1	2	30	16	25	34	M	1678	Choose a square with about the same number of dots as the target
38	107	3	2	1	1	26	26	35	44	M	4207	Choose a square with the same number of dots as the target
38	108	4	1	1	1	40	36	45	54	M	2041	Choose a square with about the same number of dots as the target
38	109	1	1	1	2	20	6	15	24	M	1540	Choose a square with about the same number of dots as the target
38	110	2	3	2	2	20	34	25	16	L	947	Choose a square with far more dots than the target
38	111	3	1	1	1	30	26	35	44	L	3643	Choose a square with about the same number of dots as the target
38	112	4	2	2	2	54	54	45	36	M	4018	Choose a square with the same number of dots as the target
38	113	1	1	1	1	10	6	15	24	M	5510	Choose a square with about the same number of dots as the target
38	114	2	2	2	1	16	34	25	16	R	2853	Choose a square with the same number of dots as the target
38	115	3	1	1	2	40	26	35	44	M	6823	Choose a square with about the same number of dots as the target
38	116	4	4	1	2	40	36	45	54	R	4210	Choose a square with more dots than the target
38	117	1	3	2	2	10	24	15	6	L	1941	Choose a square with far more dots than the target
38	118	2	4	2	1	30	34	25	16	R	2169	Choose a square with fewer dots than the target
38	119	3	3	1	1	40	26	35	44	L	2365	Choose a square with far fewer dots than the target
38	120	4	2	2	1	36	54	45	36	R	1797	Choose a square with the same number of dots as the target
38	121	1	2	1	2	24	6	15	24	R	5838	Choose a square with the same number of dots as the target
38	122	2	2	2	2	34	34	25	16	L	2433	Choose a square with the same number of dots as the target
38	123	3	2	2	1	26	44	35	26	R	1957	Choose a square with the same number of dots as the target
38	124	4	2	1	2	54	36	45	54	L	2735	Choose a square with the same number of dots as the target
38	125	1	4	2	1	20	24	15	6	R	1606	Choose a square with fewer dots than the target
38	126	2	1	1	1	20	16	25	34	M	4096	Choose a square with about the same number of dots as the target
38	127	3	4	1	2	30	26	35	44	M	3565	Choose a square with more dots than the target
38	128	4	1	2	2	50	54	45	36	M	1994	Choose a square with about the same number of dots as the target
38	129	1	4	1	1	20	6	15	24	M	3604	Choose a square with fewer dots than the target
38	130	2	3	1	2	20	16	25	34	R	1021	Choose a square with far more dots than the target
38	131	3	2	2	2	44	44	35	26	M	1518	Choose a square with the same number of dots as the target
38	132	4	3	2	2	40	54	45	36	L	1010	Choose a square with far more dots than the target
38	133	1	4	2	2	10	24	15	6	M	3940	Choose a square with more dots than the target
38	134	2	3	2	1	30	34	25	16	R	3436	Choose a square with far fewer dots than the target
38	135	3	3	2	1	40	44	35	26	R	2803	Choose a square with far fewer dots than the target
38	136	4	4	2	1	50	54	45	36	R	3904	Choose a square with fewer dots than the target
38	137	1	3	1	2	10	6	15	24	R	3941	Choose a square with far more dots than the target
38	138	2	2	1	2	34	16	25	34	R	5665	Choose a square with the same number of dots as the target
38	139	3	4	2	1	40	44	35	26	R	2552	Choose a square with fewer dots than the target
38	140	4	3	2	1	50	54	45	36	R	3042	Choose a square with far fewer dots than the target
38	141	1	1	2	1	10	24	15	6	M	8257	Choose a square with about the same number of dots as the target
38	142	2	4	1	1	30	16	25	34	L	1579	Choose a square with fewer dots than the target
38	143	3	3	2	2	30	44	35	26	L	2306	Choose a square with far more dots than the target
38	144	4	4	2	2	40	54	45	36	M	2824	Choose a square with more dots than the target
38	145	1	2	1	1	6	6	15	24	L	1573	Choose a square with the same number of dots as the target
38	146	2	4	1	2	20	16	25	34	M	3397	Choose a square with more dots than the target
38	147	3	2	1	2	44	26	35	44	M	2488	Choose a square with the same number of dots as the target
38	148	4	3	1	2	40	36	45	54	R	1769	Choose a square with far more dots than the target
38	149	1	3	1	1	20	6	15	24	L	695	Choose a square with far fewer dots than the target
38	150	2	1	2	2	30	34	25	16	M	1274	Choose a square with about the same number of dots as the target
38	151	3	1	2	1	30	44	35	26	R	1700	Choose a square with about the same number of dots as the target
38	152	4	1	2	1	40	54	45	36	R	2397	Choose a square with about the same number of dots as the target
38	153	1	3	2	1	20	24	15	6	R	526	Choose a square with far fewer dots than the target
38	154	2	4	2	2	20	34	25	16	M	1988	Choose a square with more dots than the target
38	155	3	1	2	2	40	44	35	26	M	2000	Choose a square with about the same number of dots as the target
38	156	4	2	1	1	36	36	45	54	M	1966	Choose a square with the same number of dots as the target
38	157	1	4	1	2	10	6	15	24	M	1398	Choose a square with more dots than the target
38	158	2	3	1	1	30	16	25	34	L	3127	Choose a square with far fewer dots than the target
38	159	3	3	1	2	30	26	35	44	R	2567	Choose a square with far more dots than the target
38	160	4	1	1	2	50	36	45	54	R	4498	Choose a square with about the same number of dots as the target
38	161	1	2	2	2	24	24	15	6	L	1489	Choose a square with the same number of dots as the target
38	162	2	2	1	1	16	16	25	34	L	3287	Choose a square with the same number of dots as the target
38	163	3	4	1	1	40	26	35	44	L	2892	Choose a square with fewer dots than the target
38	164	4	3	1	1	50	36	45	54	L	1877	Choose a square with far fewer dots than the target
38	101	1	3	2	2	10	24	15	6	L	1579	Choose a square with far more dots than the target
38	102	2	4	2	1	30	34	25	16	R	2159	Choose a square with fewer dots than the target
38	103	3	4	2	2	30	44	35	26	M	4663	Choose a square with more dots than the target
