Sub	Trl	Itm	Cnd	Ord	Qty	Prm	Lft	Mid	Rgt	key	rt	Ins
16	101	1	4	1	2	10	6	15	24	R	3429	Choose a square with more dots than the target
16	102	2	1	1	2	30	16	25	34	R	6699	Choose a square with about the same number of dots as the target
16	103	3	1	1	2	40	26	35	44	M	2966	Choose a square with about the same number of dots as the target
16	104	4	4	1	2	40	36	45	54	R	4064	Choose a square with more dots than the target
16	105	1	4	2	1	20	24	15	6	R	2051	Choose a square with fewer dots than the target
16	106	2	2	1	2	34	16	25	34	R	3079	Choose a square with the same number of dots as the target
16	107	3	2	1	2	44	26	35	44	R	3020	Choose a square with the same number of dots as the target
16	108	4	3	1	1	50	36	45	54	L	2508	Choose a square with far fewer dots than the target
16	109	1	2	2	1	6	24	15	6	R	2217	Choose a square with the same number of dots as the target
16	110	2	3	1	2	20	16	25	34	R	4462	Choose a square with far more dots than the target
16	111	3	1	1	1	30	26	35	44	L	3381	Choose a square with about the same number of dots as the target
16	112	4	4	2	1	50	54	45	36	R	3007	Choose a square with fewer dots than the target
16	113	1	3	2	2	10	24	15	6	L	1612	Choose a square with far more dots than the target
16	114	2	3	2	2	20	34	25	16	L	1066	Choose a square with far more dots than the target
16	115	3	4	1	1	40	26	35	44	L	5931	Choose a square with fewer dots than the target
16	116	4	3	2	2	40	54	45	36	L	1175	Choose a square with far more dots than the target
16	117	1	3	1	1	20	6	15	24	L	1172	Choose a square with far fewer dots than the target
16	118	2	4	1	1	30	16	25	34	L	1887	Choose a square with fewer dots than the target
16	119	3	4	2	2	30	44	35	26	L	864	Choose a square with more dots than the target
16	120	4	4	2	2	40	54	45	36	L	2511	Choose a square with more dots than the target
16	121	1	3	2	1	20	24	15	6	R	1442	Choose a square with far fewer dots than the target
16	122	2	1	1	1	20	16	25	34	L	2055	Choose a square with about the same number of dots as the target
16	123	3	4	2	1	40	44	35	26	R	2482	Choose a square with fewer dots than the target
16	124	4	1	1	2	50	36	45	54	M	2419	Choose a square with about the same number of dots as the target
16	125	1	3	1	2	10	6	15	24	L	5097	Choose a square with far more dots than the target
16	126	2	3	2	1	30	34	25	16	R	1536	Choose a square with far fewer dots than the target
16	127	3	1	2	1	30	44	35	26	M	2780	Choose a square with about the same number of dots as the target
16	128	4	1	1	1	40	36	45	54	M	4210	Choose a square with about the same number of dots as the target
16	129	1	1	2	2	20	24	15	6	L	3224	Choose a square with about the same number of dots as the target
16	130	2	2	2	1	16	34	25	16	R	3217	Choose a square with the same number of dots as the target
16	131	3	2	2	1	26	44	35	26	R	1577	Choose a square with the same number of dots as the target
16	132	4	3	2	1	50	54	45	36	R	2388	Choose a square with far fewer dots than the target
16	133	1	2	1	1	6	6	15	24	L	1683	Choose a square with the same number of dots as the target
16	134	2	1	2	1	20	34	25	16	R	7735	Choose a square with about the same number of dots as the target
16	135	3	3	1	2	30	26	35	44	R	2418	Choose a square with far more dots than the target
16	136	4	2	1	2	54	36	45	54	M	3874	Choose a square with the same number of dots as the target
16	137	1	4	1	1	20	6	15	24	L	1691	Choose a square with fewer dots than the target
16	138	2	3	1	1	30	16	25	34	L	2852	Choose a square with far fewer dots than the target
16	139	3	3	2	1	40	44	35	26	R	3718	Choose a square with far fewer dots than the target
16	140	4	2	2	1	36	54	45	36	R	2270	Choose a square with the same number of dots as the target
16	141	1	1	2	1	10	24	15	6	M	4205	Choose a square with about the same number of dots as the target
16	142	2	2	1	1	16	16	25	34	L	2406	Choose a square with the same number of dots as the target
16	143	3	2	2	2	44	44	35	26	L	2538	Choose a square with the same number of dots as the target
16	144	4	2	2	2	54	54	45	36	L	2508	Choose a square with the same number of dots as the target
16	145	1	4	2	2	10	24	15	6	M	4456	Choose a square with more dots than the target
16	146	2	1	2	2	30	34	25	16	M	2882	Choose a square with about the same number of dots as the target
16	147	3	2	1	1	26	26	35	44	L	1468	Choose a square with the same number of dots as the target
16	148	4	3	1	2	40	36	45	54	R	1200	Choose a square with far more dots than the target
16	149	1	1	1	2	20	6	15	24	R	2620	Choose a square with about the same number of dots as the target
16	150	2	4	2	2	20	34	25	16	L	1459	Choose a square with more dots than the target
16	151	3	3	2	2	30	44	35	26	L	2662	Choose a square with far more dots than the target
16	152	4	1	2	2	50	54	45	36	L	3199	Choose a square with about the same number of dots as the target
16	153	1	1	1	1	10	6	15	24	M	4634	Choose a square with about the same number of dots as the target
16	154	2	4	1	2	20	16	25	34	R	2033	Choose a square with more dots than the target
16	155	3	4	1	2	30	26	35	44	R	2125	Choose a square with more dots than the target
16	156	4	2	1	1	36	36	45	54	M	5997	Choose a square with the same number of dots as the target
16	157	1	2	1	2	24	6	15	24	R	4608	Choose a square with the same number of dots as the target
16	158	2	2	2	2	34	34	25	16	M	6356	Choose a square with the same number of dots as the target
16	159	3	3	1	1	40	26	35	44	L	1343	Choose a square with far fewer dots than the target
16	160	4	4	1	1	50	36	45	54	L	1563	Choose a square with fewer dots than the target
16	161	1	2	2	2	24	24	15	6	L	4852	Choose a square with the same number of dots as the target
16	162	2	4	2	1	30	34	25	16	R	1361	Choose a square with fewer dots than the target
16	163	3	1	2	2	40	44	35	26	M	6740	Choose a square with about the same number of dots as the target
16	164	4	1	2	1	40	54	45	36	M	5479	Choose a square with about the same number of dots as the target
16	101	1	2	2	1	6	24	15	6	R	2154	Choose a square with the same number of dots as the target
16	102	2	3	2	2	20	34	25	16	L	1498	Choose a square with far more dots than the target
16	103	3	1	2	2	40	44	35	26	M	6774	Choose a square with about the same number of dots as the target
16	104	4	2	2	2	54	54	45	36	L	3541	Choose a square with the same number of dots as the target
16	105	1	4	1	2	10	6	15	24	R	1334	Choose a square with more dots than the target
16	106	2	2	1	2	34	16	25	34	R	8399	Choose a square with the same number of dots as the target
16	107	3	3	2	1	40	44	35	26	R	3648	Choose a square with far fewer dots than the target
16	108	4	4	2	2	40	54	45	36	R	3647	Choose a square with more dots than the target
