Sub	Trl	Itm	Cnd	Ord	Qty	Prm	Lft	Mid	Rgt	key	rt	Ins
35	101	1	2	2	2	24	24	15	6	L	2659	Choose a square with the same number of dots as the target
35	102	2	3	1	2	20	16	25	34	R	2538	Choose a square with far more dots than the target
35	103	3	4	1	1	40	26	35	44	L	1715	Choose a square with fewer dots than the target
35	104	4	4	2	1	50	54	45	36	R	1723	Choose a square with fewer dots than the target
35	105	1	3	2	1	20	24	15	6	R	1530	Choose a square with far fewer dots than the target
35	106	2	1	2	2	30	34	25	16	M	1991	Choose a square with about the same number of dots as the target
35	107	3	2	2	2	44	44	35	26	R	2671	Choose a square with the same number of dots as the target
35	108	4	3	2	1	50	54	45	36	R	2904	Choose a square with far fewer dots than the target
35	109	1	2	2	1	6	24	15	6	R	2565	Choose a square with the same number of dots as the target
35	110	2	3	2	1	30	34	25	16	R	2249	Choose a square with far fewer dots than the target
35	111	3	3	2	2	30	44	35	26	L	2607	Choose a square with far more dots than the target
35	112	4	4	2	2	40	54	45	36	L	3626	Choose a square with more dots than the target
35	113	1	1	1	1	10	6	15	24	NA	9999	Choose a square with about the same number of dots as the target
35	114	2	4	1	2	20	16	25	34	R	1447	Choose a square with more dots than the target
35	115	3	3	1	1	40	26	35	44	L	3175	Choose a square with far fewer dots than the target
35	116	4	2	2	2	54	54	45	36	M	3002	Choose a square with the same number of dots as the target
35	117	1	1	1	2	20	6	15	24	M	1909	Choose a square with about the same number of dots as the target
35	118	2	1	1	2	30	16	25	34	L	3647	Choose a square with about the same number of dots as the target
35	119	3	3	2	1	40	44	35	26	R	4510	Choose a square with far fewer dots than the target
35	120	4	4	1	1	50	36	45	54	L	2141	Choose a square with fewer dots than the target
35	121	1	4	1	2	10	6	15	24	R	1549	Choose a square with more dots than the target
35	122	2	4	1	1	30	16	25	34	L	2604	Choose a square with fewer dots than the target
35	123	3	4	1	2	30	26	35	44	R	1475	Choose a square with more dots than the target
35	124	4	2	2	1	36	54	45	36	R	2172	Choose a square with the same number of dots as the target
35	125	1	2	1	2	24	6	15	24	M	1670	Choose a square with the same number of dots as the target
