Sub	Trl	Itm	Cnd	Ord	Qty	Prm	Lft	Mid	Rgt	key	rt	Ins
40	101	1	3	1	1	20	6	15	24	L	1290	Choose a square with far fewer dots than the target
40	102	2	1	1	1	20	16	25	34	L	2054	Choose a square with about the same number of dots as the target
40	103	3	1	1	2	40	26	35	44	M	1077	Choose a square with about the same number of dots as the target
40	104	4	1	1	2	50	36	45	54	M	1064	Choose a square with about the same number of dots as the target
40	105	1	3	2	1	20	24	15	6	R	1122	Choose a square with far fewer dots than the target
40	106	2	4	1	2	20	16	25	34	R	1157	Choose a square with more dots than the target
40	107	3	1	2	1	30	44	35	26	R	1222	Choose a square with about the same number of dots as the target
40	108	4	1	2	2	50	54	45	36	L	1927	Choose a square with about the same number of dots as the target
40	109	1	2	1	1	6	6	15	24	L	2425	Choose a square with the same number of dots as the target
40	110	2	3	2	1	30	34	25	16	R	1744	Choose a square with far fewer dots than the target
40	111	3	3	2	2	30	44	35	26	L	1351	Choose a square with far more dots than the target
40	112	4	3	2	2	40	54	45	36	L	1420	Choose a square with far more dots than the target
40	113	1	4	2	2	10	24	15	6	L	976	Choose a square with more dots than the target
40	114	2	4	1	1	30	16	25	34	L	896	Choose a square with fewer dots than the target
40	115	3	4	2	1	40	44	35	26	R	1313	Choose a square with fewer dots than the target
40	116	4	1	1	1	40	36	45	54	L	1661	Choose a square with about the same number of dots as the target
40	117	1	4	2	1	20	24	15	6	R	837	Choose a square with fewer dots than the target
40	118	2	3	1	1	30	16	25	34	L	2432	Choose a square with far fewer dots than the target
40	119	3	2	1	1	26	26	35	44	L	1365	Choose a square with the same number of dots as the target
40	120	4	2	2	2	54	54	45	36	L	1470	Choose a square with the same number of dots as the target
40	121	1	2	1	2	24	6	15	24	R	1132	Choose a square with the same number of dots as the target
40	122	2	1	1	2	30	16	25	34	M	2421	Choose a square with about the same number of dots as the target
40	123	3	3	1	2	30	26	35	44	R	1349	Choose a square with far more dots than the target
