Sub	Trl	Itm	Cnd	Ord	Qty	Prm	Lft	Mid	Rgt	key	rt	Ins
32	101	1	4	1	2	10	6	15	24	R	696	Choose a square with more dots than the target
32	102	2	3	2	1	30	34	25	16	R	843	Choose a square with far fewer dots than the target
32	103	3	3	2	2	30	44	35	26	L	814	Choose a square with far more dots than the target
32	104	4	3	1	1	50	36	45	54	L	983	Choose a square with far fewer dots than the target
32	105	1	2	2	1	6	24	15	6	R	1112	Choose a square with the same number of dots as the target
32	106	2	3	1	2	20	16	25	34	R	929	Choose a square with far more dots than the target
32	107	3	3	1	1	40	26	35	44	L	1030	Choose a square with far fewer dots than the target
32	108	4	3	2	1	50	54	45	36	R	2833	Choose a square with far fewer dots than the target
32	109	1	1	2	1	10	24	15	6	M	6009	Choose a square with about the same number of dots as the target
32	110	2	2	2	1	16	34	25	16	R	1422	Choose a square with the same number of dots as the target
32	111	3	2	2	1	26	44	35	26	R	2296	Choose a square with the same number of dots as the target
32	112	4	2	1	2	54	36	45	54	M	1716	Choose a square with the same number of dots as the target
32	113	1	3	1	2	10	6	15	24	R	595	Choose a square with far more dots than the target
32	114	2	3	1	1	30	16	25	34	L	672	Choose a square with far fewer dots than the target
32	115	3	2	1	2	44	26	35	44	M	1907	Choose a square with the same number of dots as the target
32	116	4	3	1	2	40	36	45	54	R	1030	Choose a square with far more dots than the target
32	117	1	2	2	2	24	24	15	6	M	1514	Choose a square with the same number of dots as the target
32	118	2	4	2	1	30	34	25	16	R	1706	Choose a square with fewer dots than the target
32	119	3	1	2	2	40	44	35	26	M	1877	Choose a square with about the same number of dots as the target
32	120	4	1	1	1	40	36	45	54	L	1130	Choose a square with about the same number of dots as the target
32	121	1	4	1	1	20	6	15	24	L	1137	Choose a square with fewer dots than the target
32	122	2	4	1	1	30	16	25	34	L	1066	Choose a square with fewer dots than the target
32	123	3	3	1	2	30	26	35	44	R	922	Choose a square with far more dots than the target
32	124	4	3	2	2	40	54	45	36	L	1011	Choose a square with far more dots than the target
32	125	1	3	2	1	20	24	15	6	R	587	Choose a square with far fewer dots than the target
32	126	2	1	1	2	30	16	25	34	R	2062	Choose a square with about the same number of dots as the target
32	127	3	1	2	1	30	44	35	26	M	1159	Choose a square with about the same number of dots as the target
32	128	4	1	2	2	50	54	45	36	L	1458	Choose a square with about the same number of dots as the target
32	129	1	2	1	1	6	6	15	24	L	1150	Choose a square with the same number of dots as the target
32	130	2	4	1	2	20	16	25	34	R	1555	Choose a square with more dots than the target
32	131	3	4	1	1	40	26	35	44	L	775	Choose a square with fewer dots than the target
32	132	4	4	1	2	40	36	45	54	R	1463	Choose a square with more dots than the target
32	133	1	4	2	1	20	24	15	6	R	985	Choose a square with fewer dots than the target
32	134	2	3	2	2	20	34	25	16	L	867	Choose a square with far more dots than the target
32	135	3	1	1	2	40	26	35	44	M	1445	Choose a square with about the same number of dots as the target
32	136	4	4	1	1	50	36	45	54	L	1050	Choose a square with fewer dots than the target
32	137	1	1	1	2	20	6	15	24	M	1255	Choose a square with about the same number of dots as the target
32	138	2	4	2	2	20	34	25	16	R	774	Choose a square with more dots than the target
32	139	3	1	1	1	30	26	35	44	L	871	Choose a square with about the same number of dots as the target
32	140	4	2	2	2	54	54	45	36	R	1494	Choose a square with the same number of dots as the target
32	141	1	1	1	1	10	6	15	24	M	2937	Choose a square with about the same number of dots as the target
