Sub	Trl	Itm	Cnd	Ord	Qty	Prm	Lft	Mid	Rgt	key	rt	Ins
37	101	1	4	2	2	10	24	15	6	L	948	Choose a square with more dots than the target
37	102	2	3	2	2	20	34	25	16	L	914	Choose a square with far more dots than the target
37	103	3	4	2	2	30	44	35	26	R	2115	Choose a square with more dots than the target
37	104	4	3	1	2	40	36	45	54	R	905	Choose a square with far more dots than the target
37	105	1	4	1	1	20	6	15	24	L	795	Choose a square with fewer dots than the target
37	106	2	3	2	1	30	34	25	16	R	1514	Choose a square with far fewer dots than the target
37	107	3	3	1	1	40	26	35	44	L	905	Choose a square with far fewer dots than the target
37	108	4	4	2	2	40	54	45	36	L	1186	Choose a square with more dots than the target
37	109	1	1	2	1	10	24	15	6	M	1301	Choose a square with about the same number of dots as the target
37	110	2	4	1	2	20	16	25	34	R	1040	Choose a square with more dots than the target
37	111	3	2	1	2	44	26	35	44	R	696	Choose a square with the same number of dots as the target
37	112	4	3	2	1	50	54	45	36	R	989	Choose a square with far fewer dots than the target
37	113	1	4	1	2	10	6	15	24	R	919	Choose a square with more dots than the target
37	114	2	1	2	2	30	34	25	16	M	1358	Choose a square with about the same number of dots as the target
37	115	3	4	1	2	30	26	35	44	R	1272	Choose a square with more dots than the target
37	116	4	1	2	2	50	54	45	36	M	1043	Choose a square with about the same number of dots as the target
37	117	1	3	2	1	20	24	15	6	R	921	Choose a square with far fewer dots than the target
37	118	2	4	1	1	30	16	25	34	L	1222	Choose a square with fewer dots than the target
37	119	3	2	2	1	26	44	35	26	R	1340	Choose a square with the same number of dots as the target
37	120	4	4	1	1	50	36	45	54	L	2151	Choose a square with fewer dots than the target
37	121	1	2	1	1	6	6	15	24	L	1044	Choose a square with the same number of dots as the target
37	122	2	2	2	1	16	34	25	16	R	776	Choose a square with the same number of dots as the target
37	123	3	2	2	2	44	44	35	26	M	1396	Choose a square with the same number of dots as the target
37	124	4	3	2	2	40	54	45	36	L	873	Choose a square with far more dots than the target
37	125	1	4	2	1	20	24	15	6	R	1014	Choose a square with fewer dots than the target
37	126	2	3	1	2	20	16	25	34	R	857	Choose a square with far more dots than the target
37	127	3	3	2	2	30	44	35	26	L	657	Choose a square with far more dots than the target
37	128	4	2	1	2	54	36	45	54	R	1439	Choose a square with the same number of dots as the target
37	129	1	3	1	2	10	6	15	24	R	642	Choose a square with far more dots than the target
37	130	2	3	1	1	30	16	25	34	L	838	Choose a square with far fewer dots than the target
37	131	3	1	2	1	30	44	35	26	R	2071	Choose a square with about the same number of dots as the target
37	132	4	3	1	1	50	36	45	54	M	1242	Choose a square with far fewer dots than the target
37	133	1	2	1	2	24	6	15	24	M	1195	Choose a square with the same number of dots as the target
37	134	2	4	2	2	20	34	25	16	L	738	Choose a square with more dots than the target
37	135	3	4	2	1	40	44	35	26	R	1108	Choose a square with fewer dots than the target
37	136	4	1	2	1	40	54	45	36	M	834	Choose a square with about the same number of dots as the target
37	137	1	3	2	2	10	24	15	6	L	463	Choose a square with far more dots than the target
37	138	2	2	1	1	16	16	25	34	L	915	Choose a square with the same number of dots as the target
37	139	3	1	1	1	30	26	35	44	M	1082	Choose a square with about the same number of dots as the target
37	140	4	1	1	2	50	36	45	54	M	893	Choose a square with about the same number of dots as the target
37	141	1	2	2	2	24	24	15	6	L	2247	Choose a square with the same number of dots as the target
37	142	2	1	2	1	20	34	25	16	M	1359	Choose a square with about the same number of dots as the target
37	143	3	3	2	1	40	44	35	26	R	1351	Choose a square with far fewer dots than the target
37	144	4	2	2	1	36	54	45	36	R	1516	Choose a square with the same number of dots as the target
37	145	1	1	1	1	10	6	15	24	M	1037	Choose a square with about the same number of dots as the target
37	146	2	2	1	2	34	16	25	34	M	1090	Choose a square with the same number of dots as the target
37	147	3	3	1	2	30	26	35	44	M	711	Choose a square with far more dots than the target
37	148	4	1	1	1	40	36	45	54	M	875	Choose a square with about the same number of dots as the target
37	149	1	1	2	2	20	24	15	6	L	1418	Choose a square with about the same number of dots as the target
37	150	2	1	1	1	20	16	25	34	L	1148	Choose a square with about the same number of dots as the target
37	151	3	4	1	1	40	26	35	44	L	1667	Choose a square with fewer dots than the target
37	152	4	4	2	1	50	54	45	36	R	1228	Choose a square with fewer dots than the target
37	153	1	3	1	1	20	6	15	24	L	742	Choose a square with far fewer dots than the target
37	154	2	4	2	1	30	34	25	16	R	759	Choose a square with fewer dots than the target
37	155	3	2	1	1	26	26	35	44	L	1410	Choose a square with the same number of dots as the target
37	156	4	2	1	1	36	36	45	54	L	1430	Choose a square with the same number of dots as the target
